Gene_name	Comment	Keyword
C4orf46	Renal tubules showed strong cytoplasmic positivity. Subset of lymphoid cells exhibited moderate cytoplasmic and nuclear staining. Heart muscle were moderately stained while strong staining was observed in stereocilia of epididymis. Other normal tissues were mainly negative.	Cilia
C4orf47	Expression in spermatid flagella and cilia of fallopian tube and respiratory tract.,Strong positivity was observed in spermatozoa and cilia in fallopian tube and respiratory epithelia. Remaining tissues were mainly negative.<br>Expression in spermatid flagella and cilia of fallopian tube and respiratory tract.<br>Expression in spermatid flagella and cilia of fallopian tube and respiratory tract.,Strong positivity was observed in spermatozoa and cilia in fallopian tube and respiratory epithelia. Remaining tissues were mainly negative.<br>Expression in spermatid flagella and cilia of fallopian tube and respiratory tract.	Cilia<br>Cilia<br>Flagella<br>Flagella
C5AR2	Neuropil, purkinje cells and subsets of cells situated in the deep parts of the intestinal glands showed strong staining. Ciliated cells displayed membranous positivity. Remaining normal tissues were generally negative.	Cilia
C5orf24	Most normal tissues showed weak to moderate cytoplasmic, membranous and/or nuclear positivity. Cilia in bronchus and nuclei in adrenal glands exhibited strong immunoreactivity. Liver, ovary, cells in CNS, lymphoid tissues and soft tissues were generally negative.	Cilia
C5orf49	Expression in cilia and and spermatid flagella.,Strong membranous positivity was observed in ciliated cells in bronchus, endometrium and fallopian tube. Additional cytoplasmic staining was displayed in spermatids in testis, renal tubules and glandular cells in gastrointestinal tract and parathyroid gland.<br>Expression in cilia and and spermatid flagella.<br>Expression in cilia and and spermatid flagella.,Strong membranous positivity was observed in ciliated cells in bronchus, endometrium and fallopian tube. Additional cytoplasmic staining was displayed in spermatids in testis, renal tubules and glandular cells in gastrointestinal tract and parathyroid gland.<br>Expression in cilia and and spermatid flagella.	Cilia<br>Cilia<br>Flagella<br>Flagella
C6orf106	Mainly localized to the nuclear speckles. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
C6orf132	The gastrointestinal tract, gallbladder, adrenal gland, squamous epithelia, renal tubules, ciliated cells, Leydig cells, fraction of endometrial glands and cells in seminiferus ducts showed moderate to strong cytoplasmic immunoreactivity often combined with membranous staining. Remaining normal tissues were weakly stained or negative.	Cilia
C6orf136	Most normal cells displayed moderate cytoplasmic positivity. Fraction of neuronal cells were strongly stained. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Spleen, tonsil and smooth muscle cells were negative.	Cilia
C7orf57	Distinct luminal expression of ciliated cells in fallopian tube and respiratory epithelium.,Strong staining of cilia in fallopian tube, respiratory tract and a subset of endometrial glandular cells. Remaining tissues were negative.	Cilia
C9orf116	Expression in cilia. Also expressed in other cell types.,Strong staining was observed in cilia of fallopian tube, respiratory epithelium and endometrial glands and in luminal membrane of placental trophoblast cells. Weak to moderate cytoplasmic positivity was observed in several other tissue, including testis, liver and intestines.,Strong cilia positivity was observed in fallopian tube, endometrial glands and respiratory epithelium. Cytoplasmic staining of varying intensity was observed in several other tissues including intestines, liver and ovaries.	Cilia
C9orf40	Mainly localized to the nucleoplasm & cytosol. In addition localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
CABCOCO1	Selective expression in cilia in fallopian tube, respiratory epithelium and subset of ciliated cells in endometrium. Also expressed in sperm.,Strong positivity was displayed in cilia of respiratory epithelial cells, fallopian tube and endometrium. All remaining cells were negative.<br>Mainly localized to the centrosome. In addition localized to the nucleoplasm & cytosol.,centrosome,centrosome,centrosome,centrosome<br>Selective expression in cilia in fallopian tube, respiratory epithelium and subset of ciliated cells in endometrium. Also expressed in sperm.,Strong positivity was displayed in cilia of respiratory epithelial cells, fallopian tube and endometrium. All remaining cells were negative.<br>Mainly localized to the centrosome. In addition localized to the nucleoplasm & cytosol.,centrosome,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
CACNA1G	Strong cytoplasmic immunoreactivity was observed in muscle cells, adipose tissue and in stroma. Cilia of fallopian tube and respiratory epithelia were strongly positive. Most other normal tissues showed weak to moderate cytoplasmic staining. Lymphoid tissues were negative.	Cilia
CAMK2N2	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
CAMSAP3	Localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
CAPRIN2	Mainly localized to the cytosol. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome	Centrosome
CAPS	Cytoplasmic expression in ciliated cells in respiratory epithelia, fallopian tube and endometrium.	Cilia
CAPS2	Mainly localized to the centrosome. In addition localized to the nucleoplasm & nucleoli.,centrosome,centrosome,centrosome,centrosome	Centrosome
CAPSL	Selective expression in cilia.,Moderate cytoplasmic and membranous positivity was exhibited in cilia in respiratory epithelia and fallopian tube.Strong cytoplasmic positivity was observed in Purkinje cells and neuronal cells. Small intestine, cells in molecular layer of cerebellum and heart myocytes and were moderately stained. Remaining normal tissues were mostly negative.,Ciliated cells showed distinct positivity in cytoplasm and membranes. Moderate nuclear positivity was observed in trophoblasts, urothelium and a subset of cells in seminiferus ducts. Remaining normal tissues were generally negative.	Cilia
CASC1	Moderate staining in cilia in fallopian tube and respiratory epithelia. Weak to moderate staining was also seen in testis, thyroid gland axonal projections in CNS. Other tissues were generally negative.	Cilia
CASP2	Most normal tissues demonstrated weak to moderate cytoplasmic positivity. Strong immunoreactivity was observed in renal distal tubules, parathyroid gland and parts of the gastrointestinal tract. Cilia in airway epithelium and fallopian tube were distinctly stained. Nuclear positivity was observed in CNS tissue.	Cilia
CATIP	Expression in cilia in fallopian tube and respiratory epithelium.,Cilia in respiratory epithelium and fallopian tube showed moderate to strong positivity. Adrenal glands showed moderate cytoplasmic immunoreactivity. Remaining normal tissues were weakly stained or mostly negative.	Cilia
CC2D2A	Expression in ciliated cells of fallopian tube and respiratory epithelia.,Trophoblastic cells showed strong nuclear and cytoplasmic positivity. Ciliated cells displayed distinct staining localized to the basal part of the cilia. Thyroid gland, gall bladder, pneumocytes, adrenal cortical cells and hematopoietic cells displayed moderate nuclear or cytoplasmic staining. Remaining normal tissues were negative.	Cilia
CCDC13	Normal tissues showed weak to moderate cytoplasmic staining and in rare cases additional membranous positivity. Duodenum, gall bladder and cilia in fallopian tube showed strong positivity. Pneumocytes, liver, islets of Langerhans, glomeruli, prostate, smooth muscle cells, CNS and lymphoid tissues were negative.<br>Mainly localized to the centrosome.,centrosome,centrosome,centrosome<br>Normal tissues showed weak to moderate cytoplasmic staining and in rare cases additional membranous positivity. Duodenum, gall bladder and cilia in fallopian tube showed strong positivity. Pneumocytes, liver, islets of Langerhans, glomeruli, prostate, smooth muscle cells, CNS and lymphoid tissues were negative.<br>Mainly localized to the centrosome.,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
CCDC14	Localized to the centrosome.,centrosome,centrosome,centrosome,Centrosome,Centrosome	Centrosome
CCDC142	Cilia in respiratory epithelium and fallopian tube showed strong staining. Megakaryocytes, subsets of renal tubules, cells in seminiferus ducts and skeletal muscle were moderate to strongly stained. A few Purkinje cells showed moderate cytoplasmic and nucleolar staining. Remaining normal tissues were generally negative.	Cilia
CCDC151	Expression in cilia in fallopian tube and respiratory epithelia.,Strong positivity in cilia in fallopian tube, respiratory epithelia and subsets of glandular cells in endometrium. Essentially all other tissues were negative.	Cilia
CCDC17	Cytoplasmic and membranous expression in ciliated cells of fallopian tube and respiratory epithelia.,Ciliated cells of airway epithelia and cells of breast, salivary gland, prostate, renal tubules and urinary bladder showed distinct cytoplasmic or membranous positivity. Remaining normal tissues were in general negative.	Cilia
CCDC170	Distinct expression in ciliated cells in fallopian tube, respiratory epithelia and endometrial glands.,Strong staining was observed in cilia in fallopian tube, endometrial glands and respiratory epithelia. Seminiferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were weakly stained or negative.	Cilia
CCDC173	Expression in cilia of fallopian tube, respiratory epithelia and cytoplasmic expression in subset of cells in seminiferous ducts.,Lower stomach, parathyroid and adrenal gland, renal tubules, Leydig cells and Purkinje cells showed moderate granular cytoplasmic positivity. Cilia showed distinct positivity. Remaining normal tissues were negative or weakly stained.,Most normal tissues showed moderate to strong cytoplasmic immunoreactivity. Distinct positivity was observed in cilia. Pneumocytes, bile ducts, uterus, breast, neuronal cells, spleen and soft tissues were in general negative.	Cilia
