Gene_name,row_names,Publication,Gene_ID,Pub_number
ADAM22,518,Stubbs J.L. et al.,ADAM22		,52
ADAM28,519,Ross et al.,ADAM28,22
ADAM8,520,Ross et al.,ADAM8,22
ADAM8,521,Gabrielle Wheway,ADAM8,27
ADAMDEC1,522,Blacque et al._sage,F27D9.7,59
ADAMTS1,523,Ross et al.,ADAMTS1,22
ADAMTS10,524,Gabrielle Wheway,ADAMTS10,27
ADAMTS12,525,Semil P. Choksi et al.,ADAMTS12,23
ADAMTS16,526,Alexander E. Ivliev et al,ADAMTS16,8
ADAMTS16,527,Gabrielle Wheway,ADAMTS16,27
ADAMTS17,528,Gabrielle Wheway,ADAMTS17,27
ADAMTS19,529,Gabrielle Wheway,ADAMTS19,27
ADAMTS20,530,Pazour et al.,ADAMTS20,21
ADAMTS20,531,McClintock et al.,ADAMTS20,29
ADAMTS3,532,Alexander E. Ivliev et al,ADAMTS3,8
ADAMTS4,533,Gabrielle Wheway,ADAMTS4,27
ADAMTS6,534,Gabrielle Wheway,ADAMTS6,27
ADAMTS7,535,Laurençon et al.,ADAMTS7,7
ADAMTS7,536,Gabrielle Wheway,ADAMTS7,27
ADAMTS8,537,Alexander E. Ivliev et al,ADAMTS8,8
ADAMTS8,538,Gabrielle Wheway,ADAMTS8,27
ADAMTS9,539,Monika-Abedin-Sigg et al.,ADAMTS9,30
ADAMTS9,540,Kim J. et al.,ADAMTS9,44
ADAMTS9,541,Nogales-Cadenas R. et al.,ENSG00000163638,46
ADAMTSL1,542,Broadhead et al.,ADAMTSL1,32
ADAMTSL3,543,Blacque et al._sage,F53B6.2a,59
ADAMTSL4,544,Ross et al.,ADAMTSL4,22
ADAP1,545,Monika-Abedin-Sigg et al.,ADAP1,30
ADAP2,546,Alexander E. Ivliev et al,ADAP2,8
ADAR,547,Gabrielle Wheway,ADAR,27
ADARB1,548,Efimenko et al.,ADARB1,2
ADAT2,549,McClintock et al.,ADAT2,29
ADAT3,550,Alexander E. Ivliev et al,ADAT3,8
ADCK1,551,Liu et al.,ADCK1,28
ADCK1,552,Blacque et al._xbox,D2023.6,54
ADCK5,553,Gabrielle Wheway,ADCK5,27
ADCK5,554,McClintock et al.,ADCK5,29
ADCY10,555,McClintock et al.,ADCY10,29
ADCY10,556,Fritz-Laylin L.K. et Cande,ADCY10,49
ADCY2,557,Alexander E. Ivliev et al,ADCY2,8
ADCY3,558,Cilia Carta (TJP van Dam et al.),ADCY3,13
ADCY3,559,GO CC Cilium,ADCY3,15
ADCY3,560,Mayer et al. 2009,ADCY3,19
ADCY3,561,SYSCILIA Gold Standard (van Dam TJ et al.),ADCY3,24
ADCY3,562,Monika-Abedin-Sigg et al.,ADCY3,30
ADCY3,563,Mayer et al. 2008,ADCY3,51
ADCY4,564,Li et al.,ADCY4,18
ADCY5,565,Cilia Carta (TJP van Dam et al.),ADCY5,13
ADCY5,566,GO CC Cilium,ADCY5,15
ADCY6,567,Cilia Carta (TJP van Dam et al.),ADCY6,13
ADCY6,568,GO CC Cilium,ADCY6,15
ADCY6,569,Karsten Boldt et al.,ADCY6,16
ADCY6,570,David U. Mick et al.,ADCY6,26
ADCY6,571,Gabrielle Wheway,ADCY6,27
ADCY7,572,Kilburn et al.,ADCY7,1
ADCY7,573,Ross et al.,ADCY7,22
ADCY8,574,Efimenko et al.,ADCY8,2
ADCY9,575,Efimenko et al.,ADCY9,2
ADCY9,576,McClintock et al.,ADCY9,29
ADCY9,577,Geremek M. et al. 2014,ADCY9,42
ADCYAP1R1,578,Alexander E. Ivliev et al,ADCYAP1R1,8
ADCYAP1R1,579,McClintock et al.,ADCYAP1R1,29
ADD1,580,Phirke et al.,ADD1,3
ADD1,581,Liu et al.,ADD1,28
ADD2,582,Liu et al.,ADD2,28
ADD3,583,Semil P. Choksi et al.,ADD3,23
ADD3,584,Liu et al.,ADD3,28
ADDG,585,David U. Mick et al.,ADDG,26
ADGB,586,Alexander E. Ivliev et al,ADGB,8
ADGB,587,Bayesian (TJP van Dam et al.),ADGB,11
ADGB,588,Cilia Carta (TJP van Dam et al.),ADGB,13
ADGB,589,Dey G et al.,ADGB,14
ADGB,590,Ross et al.,ADGB,22
ADGB,591,Semil P. Choksi et al.,ADGB,23
ADGB,592,Monika-Abedin-Sigg et al.,ADGB,30
ADGRA2,593,Gabrielle Wheway,ADGRA2,27
ADGRB1,594,Gabrielle Wheway,ADGRB1,27
ADGRB2,595,Alexander E. Ivliev et al,ADGRB2,8
ADGRE2,596,Ross et al.,ADGRE2,22
ADGRE5,597,Alexander E. Ivliev et al,ADGRE5,8
ADGRE5,598,Gabrielle Wheway,ADGRE5,27
ADGRE5,599,Geremek M. et al. 2014,ADGRE5,42
ADGRF1,600,Kubo A. et al.,ADGRF1,45
ADGRF3,601,Gabrielle Wheway,ADGRF3,27
ADGRF4,602,Alexander E. Ivliev et al,ADGRF4,8
ADGRF5,603,Alexander E. Ivliev et al,ADGRF5,8
ADGRF5,604,Ross et al.,ADGRF5,22
ADGRF5,605,Yano J. et al.,ADGRF5,50
ADGRG1,606,Gabrielle Wheway,ADGRG1,27
ADGRG2,607,Alexander E. Ivliev et al,ADGRG2,8
ADGRG5,608,Gabrielle Wheway,ADGRG5,27
ADGRG6,609,Phirke et al.,ADGRG6,3
ADGRL1,610,Ross et al.,ADGRL1,22
ADGRL1,611,Monika-Abedin-Sigg et al.,ADGRL1,30
ADGRL2,16342,David U. Mick et al.,LPHN2,26
ADGRL3,612,Phirke et al.,ADGRL3,3
ADGRL3,613,Liu et al.,ADGRL3,28
ADGRL3,614,Monika-Abedin-Sigg et al.,ADGRL3,30
ADGRL4,615,Arnaiz O. et al.,GSPATT00006535001,53
ADGRV1,616,Efimenko et al.,ADGRV1,2
ADGRV1,617,Alexander E. Ivliev et al,ADGRV1,8
ADGRV1,618,Liu et al.,ADGRV1,28
ADGRV1,12455,Cilia Carta (TJP van Dam et al.),GPR98,13
ADGRV1,12456,SYSCILIA Gold Standard (van Dam TJ et al.),GPR98,24
ADGRV1,12457,David U. Mick et al.,GPR98,26
ADH1C,619,Alexander E. Ivliev et al,ADH1C,8
ADH1C,620,Ross et al.,ADH1C,22
ADH4,621,Chen et al.,ADH4,12
ADH5,622,Pazour et al.,ADH5,21
ADH5,623,Semil P. Choksi et al.,ADH5,23
ADH5,624,SYSCILIA Gold Standard (van Dam TJ et al.),ADH5,24
ADH5,625,McClintock et al.,ADH5,29
ADH5,626,Monika-Abedin-Sigg et al.,ADH5,30
ADH5,627,Blacque et al._xbox,H24K24.3b,54
ADH6,628,Alexander E. Ivliev et al,ADH6,8
ADH7,629,Alexander E. Ivliev et al,ADH7,8
ADH7,630,Pazour et al.,ADH7,21
ADH7,631,Ross et al.,ADH7,22
ADH7,632,Kubo A. et al.,ADH7,45
ADHFE1,633,Chen et al.,ADHFE1,12
ADHFE1,634,Li et al.,ADHFE1,18
ADHFE1,635,McClintock et al.,ADHFE1,29
ADHFE1,636,Geremek M. et al. 2014,ADHFE1,42
ADI1,637,Phirke et al.,ADI1,3
ADI1,638,Chen et al.,ADI1,12
ADI1,639,Monika-Abedin-Sigg et al.,ADI1,30
ADI1,640,Marshall et al.,Adi1,55
ADI1,641,Blacque et al._xbox,T01D1.4,54
ADIRF,642,Ross et al.,ADIRF,22
ADK,643,Pazour et al.,ADK,21
ADK,644,Ross et al.,ADK,22
ADK,645,McClintock et al.,ADK,29
ADK,646,Monika-Abedin-Sigg et al.,ADK,30
ADM,647,Gabrielle Wheway,ADM,27
ADORA2A,648,Gabrielle Wheway,ADORA2A,27
ADORA2B,649,Ross et al.,ADORA2B,22
ADPGK,650,Ishikawa H. et al,ADPGK,48
ADPRH,651,David U. Mick et al.,ADPRH,26
ADPRH,652,Marshall et al.,Adprh,55
ADPRHL1,653,Geremek M. et al. 2011,ADPRHL1,41
ADPRS,654,Alexander E. Ivliev et al,ADPRHL2,8
ADPRS,655,McClintock et al.,ADPRHL2,29
ADPRS,656,Monika-Abedin-Sigg et al.,ADPRHL2,30
ADRA1B,657,McClintock et al.,ADRA1B,29
ADRA2A,658,Efimenko et al.,ADRA2A,2
ADRA2A,659,Blacque et al._xbox,F14D12.6b,54
ADRA2B,660,McClintock et al.,ADRA2B,29
ADRB1,661,Ross et al.,ADRB1,22
ADRB1,662,McClintock et al.,ADRB1,29
ADRB2,663,Gabrielle Wheway,ADRB2,27
ADRM1,666,Karsten Boldt et al.,ADRM1,16
ADRM1,667,Ostrowski et al.,Q16186,20
ADRM1,668,McClintock et al.,ADRM1,29
ADRM1,669,Marshall et al.,Adrm1,55
ADSL,670,Phirke et al.,ADSL,3
ADSL,671,Monika-Abedin-Sigg et al.,ADSL,30
ADSL,672,Marshall et al.,Adsl,55
ADSS1,676,Alexander E. Ivliev et al,ADSSL1,8
ADSS1,677,Ross et al.,ADSSL1,22
ADSS2,673,Kilburn et al.,ADSS,1
ADSS2,674,Arnaiz O. et al.,GSPATT00004603001,53
ADSS2,675,May et al.,Adss,56
AEBP1,678,Alexander E. Ivliev et al,AEBP1,8
AEBP2,679,Avidor-Reiss et al.,AEBP2,4
AEBP2,680,McClintock et al.,AEBP2,29
AEDO,681,David U. Mick et al.,AEDO,26
AEN,682,Gabrielle Wheway,AEN,27
AF_RS10390,683,Ostrowski et al.,O28214,20
AF146191.3,684,Hannah Müller et al.,AF146191.3,6
AF366264,685,Gabrielle Wheway,AF366264,27
AFAP1,686,Marshall et al.,Afap1,55
AFAP1,687,Arnaiz O. et al.,GSPATT00034047001,53
AFAP1L1,688,Alexander E. Ivliev et al,AFAP1L1,8
AFDN,689,Alexander E. Ivliev et al,AFDN,8
AFDN,690,Liu et al.,AFDN,28
AFDN,691,McClintock et al.,AFDN,29
AFDN,692,Arnaiz O. et al.,GSPATT00006366001,53
AFDN,17680,Karsten Boldt et al.,MLLT4,16
AFF1,693,Kilburn et al.,AFF1,1
AFF2,694,Laurençon et al.,AFF2,7
AFG1L,695,Marshall et al.,Lace1,55
AFG1L,15816,Semil P. Choksi et al.,LACE1,23
AFG3L2,696,Laurençon et al.,AFG3L2,7
AFG3L2,697,Karsten Boldt et al.,AFG3L2,16
AFG3L2,698,Pazour et al.,AFG3L2,21
AFG3L2,699,Ross et al.,AFG3L2,22
AFG3L2,700,SYSCILIA Gold Standard (van Dam TJ et al.),AFG3L2,24
AFG3L2,701,McClintock et al.,AFG3L2,29
AFG3L2,702,Blacque et al._xbox,Y47G6A.10,54
AFMID,703,Efimenko et al.,AFMID,2
AFMID,704,Blacque et al._xbox,Y45F10A.3,54
AFTPH,705,Semil P. Choksi et al.,AFTPH,23
AFTPH,706,Marshall et al.,Aftph,55
AGAP1,707,Karsten Boldt et al.,AGAP1,16
AGAP1,708,Liu et al.,AGAP1,28
AGAP1,709,McClintock et al.,AGAP1,29
AGAP1,710,Blacque et al._xbox,Y39A1A.15a,54
AGAP3,711,Karsten Boldt et al.,AGAP3,16
AGBL1,712,Alexander E. Ivliev et al,AGBL1,8
AGBL1,713,Dey G et al.,AGBL1,14
AGBL2,714,Avidor-Reiss et al.,AGBL2,4
AGBL2,715,Alexander E. Ivliev et al,AGBL2,8
AGBL2,716,Bayesian (TJP van Dam et al.),AGBL2,11
AGBL2,717,Cilia Carta (TJP van Dam et al.),AGBL2,13
AGBL2,718,Dey G et al.,AGBL2,14
AGBL2,719,GO CC Cilium,AGBL2,15
AGBL2,720,Lambacher N. et al.,AGBL2,17
AGBL2,721,Ross et al.,AGBL2,22
AGBL2,722,Semil P. Choksi et al.,AGBL2,23
AGBL2,723,Geremek M. et al. 2014,AGBL2,42
AGBL2,724,Marshall et al.,Agbl2,55
AGBL3,725,Dey G et al.,AGBL3,14
AGBL3,726,Li et al.,AGBL3,18
AGBL4,727,Efimenko et al.,AGBL4,2
AGBL4,728,Laurençon et al.,AGBL4,7
AGBL4,729,Cilia Carta (TJP van Dam et al.),AGBL4,13
AGBL4,730,GO CC Cilium,AGBL4,15
AGBL4,731,Gabrielle Wheway,AGBL4,27
AGBL4,732,Yano J. et al.,AGBL4,50
AGBL5,733,Dey G et al.,AGBL5,14
AGBL5,734,Li et al.,AGBL5,18
AGBL5,735,McClintock et al.,AGBL5,29
AGBL5,736,Hodges ME. et al.,AGBL5,38
AGBL5,737,Roosing et al.,AGBL5,57
AGER,738,Geremek M. et al. 2014,AGER,42
AGER,739,Roosing et al.,AGER,57
AGER,23178,Stubbs J.L. et al.,RAGE		,52
AGER,23180,Ramona A. Hoh et al.,RAGE,31
AGFG2,740,Semil P. Choksi et al.,AGFG2,23
AGGF1,741,Alexander E. Ivliev et al,AGGF1,8
AGGF1,742,McClintock et al.,AGGF1,29
AGGF1,743,Blacque et al._xbox,Y55D9A.2a,54
AGK,744,Liu et al.,AGK,28
AGL,745,Lauwaet T. et al.,GL50803_10885-t26_1,40
AGMAT,746,Karsten Boldt et al.,AGMAT,16
AGO1,747,Liu et al.,AGO1,28
AGO2,748,Liu et al.,AGO2,28
AGO3,749,Phirke et al.,AGO3,3
AGO3,750,Liu et al.,AGO3,28
AGO3,751,Blacque et al._xbox,C04F12.1,54
AGO3,752,Blacque et al._xbox,C18E3.7a,54
AGO3,753,Blacque et al._sage,ZK218.8,59
AGO4,754,Gabrielle Wheway,AGO4,27
AGO4,755,Liu et al.,AGO4,28
AGPAT1,756,Blacque et al._xbox,F59F4.4,54
AGPAT2,757,Karsten Boldt et al.,AGPAT2,16
AGPAT2,758,Nogales-Cadenas R. et al.,ENSG00000169692,46
AGPAT3,759,Karsten Boldt et al.,AGPAT3,16
AGPAT3,760,Liu et al.,AGPAT3,28
AGPAT4,761,Alexander E. Ivliev et al,AGPAT4,8
AGPAT4,762,Geremek M. et al. 2014,AGPAT4,42
AGPAT5,763,Alexander E. Ivliev et al,AGPAT5,8
AGPAT5,764,Liu et al.,AGPAT5,28
AGPAT5,765,McClintock et al.,AGPAT5,29
AGR2,768,Alexander E. Ivliev et al,AGR2,8
AGR2,769,Ross et al.,AGR2,22
AGR2,770,Marshall et al.,Agr2,55
AGR3,771,Alexander E. Ivliev et al,AGR3,8
AGR3,772,Bayesian (TJP van Dam et al.),AGR3,11
AGR3,773,Cilia Carta (TJP van Dam et al.),AGR3,13
AGR3,774,Lambacher N. et al.,AGR3,17
AGR3,775,Ross et al.,AGR3,22
AGR3,776,Ramona A. Hoh et al.,AGR3,31
AGR3,777,Geremek M. et al. 2011,AGR3,41
AGR3,778,Marshall et al.,Agr3,55
AGRN,779,McClintock et al.,AGRN,29
AGRN,780,Hodges ME. et al.,AGRN,38
AGT,781,Efimenko et al.,AGT,2
AGT,782,Alexander E. Ivliev et al,AGT,8
AGTPBP1,783,Dey G et al.,AGTPBP1,14
AGTPBP1,784,McClintock et al.,AGTPBP1,29
AGTPBP1,785,Kim J. et al.,AGTPBP1,44
AGTPBP1,786,Hodges ME. et al.,FBB17,38
AGTPBP1,787,Arnaiz O. et al.,GSPATT00012747001,53
AGTR1,788,Efimenko et al.,AGTR1,2
AGTR1,789,Marshall et al.,Agtr1a,55
AGXT,790,Kilburn et al.,AGXT,1
AGXT2,791,Efimenko et al.,AGXT2,2
AHCTF1,792,Efimenko et al.,AHCTF1,2
AHCTF1,793,Phirke et al.,AHCTF1,3
AHCTF1,794,Hannah Müller et al.,AHCTF1,6
AHCTF1,795,Gabrielle Wheway,AHCTF1,27
AHCTF1,796,McClintock et al.,AHCTF1,29
AHCY,797,Pazour et al.,AHCY,21
AHCY,798,Ross et al.,AHCY,22
AHCY,799,Liu et al.,AHCY,28
AHCY,800,McClintock et al.,AHCY,29
AHCY,801,Fritz-Laylin L.K. et Cande,AHCY,49
AHCYL1,802,Alexander E. Ivliev et al,AHCYL1,8
AHCYL1,803,Liu et al.,AHCYL1,28
AHCYL2,804,Liu et al.,AHCYL2,28
AHCYL2,805,Monika-Abedin-Sigg et al.,AHCYL2,30
AHI1,806,Alexander E. Ivliev et al,AHI1,8
AHI1,807,Cilia Carta (TJP van Dam et al.),AHI1,13
AHI1,808,GO CC Cilium,AHI1,15
AHI1,809,Karsten Boldt et al.,AHI1,16
AHI1,810,Lambacher N. et al.,AHI1,17
AHI1,811,SYSCILIA Gold Standard (van Dam TJ et al.),AHI1,24
AHI1,812,David K. Breslow et al.,AHI1,25
AHI1,813,Liu et al.,AHI1,28
AHI1,814,Nogales-Cadenas R. et al.,ENSG00000135541,46
AHI1,815,May et al.,Ahi1,56
AHI1,816,Roosing et al.,AHI1,57
AHI1,817,Breslow et al.,Ahi1,58
AHNAK,818,Karsten Boldt et al.,AHNAK,16
AHNAK,819,Mayer et al. 2009,AHNAK,19
AHNAK,820,Ross et al.,AHNAK,22
AHNAK,821,Liu et al.,AHNAK,28
AHNAK,822,Monika-Abedin-Sigg et al.,AHNAK,30
AHNAK,823,Mayer et al. 2008,AHNAK,51
AHNAK2,824,Efimenko et al.,AHNAK2,2
AHNAK2,825,Ross et al.,AHNAK2,22
AHR,826,Hodges ME. et al.,FAP192,38
AHSA1,827,Alexander E. Ivliev et al,AHSA1,8
AHSA1,828,Ross et al.,AHSA1,22
AHSA1,829,Semil P. Choksi et al.,AHSA1,23
AHSA1,830,Marshall et al.,Ahsa1,55
AHSP,831,Nogales-Cadenas R. et al.,ENSG00000169877,46
AI314180,832,Liu et al.,AI314180,28
AI314976,833,Liu et al.,AI314976,28
AI315068,834,Liu et al.,AI315068,28
AI317237,835,Liu et al.,AI317237,28
AI413782,836,Liu et al.,AI413782,28
AI427515,837,Liu et al.,AI427515,28
AI450948,838,Liu et al.,AI450948,28
AI597013,839,Liu et al.,AI597013,28
AIDA,840,Monika-Abedin-Sigg et al.,AIDA,30
AIFM2,841,Alexander E. Ivliev et al,AIFM2,8
AIFM2,842,Monika-Abedin-Sigg et al.,AIFM2,30
AIFM2,843,Marshall et al.,Aifm2,55
AIFM3,844,Kilburn et al.,AIFM3,1
AIFM3,845,Pazour et al.,AIFM3,21
AIFM3,846,Monika-Abedin-Sigg et al.,AIFM3,30
AIG1,847,Efimenko et al.,AIG1,2
AIMP1,848,Karsten Boldt et al.,AIMP1,16
AIMP1,849,Liu et al.,AIMP1,28
AIMP2,850,Karsten Boldt et al.,AIMP2,16
AIMP2,851,David U. Mick et al.,AIMP2,26
AIMP2,852,Liu et al.,AIMP2,28
AIP,853,Liu et al.,AIP,28
AIP,854,McClintock et al.,AIP,29
AIP,855,Blacque et al._xbox,C56C10.10,54
AIPL1,856,Karsten Boldt et al.,AIPL1,16
AIPL1,857,Liu et al.,AIPL1,28
AJAP1,858,Pazour et al.,AJAP1,21
AJM1,3718,Efimenko et al.,C9orf172,2
AJUBA,859,Alexander E. Ivliev et al,AJUBA,8
AJUBA,860,Nogales-Cadenas R. et al.,ENSG00000129474,46
AK1,861,Kilburn et al.,AK1,1
AK1,862,Alexander E. Ivliev et al,AK1,8
AK1,863,Bayesian (TJP van Dam et al.),AK1,11
AK1,864,Cilia Carta (TJP van Dam et al.),AK1,13
AK1,865,GO CC Cilium,AK1,15
AK1,866,Pazour et al.,AK1,21
AK1,867,Ross et al.,AK1,22
AK1,868,SYSCILIA Gold Standard (van Dam TJ et al.),AK1,24
AK1,869,Liu et al.,AK1,28
AK1,870,McClintock et al.,AK1,29
AK1,871,Monika-Abedin-Sigg et al.,AK1,30
AK1,872,Cao W. et al.,10946936,47
AK1,873,Fritz-Laylin L.K. et Cande,AK1,49
AK129128,874,Liu et al.,AK129128,28
AK2,875,Kilburn et al.,AK2,1
AK2,876,Cilia Carta (TJP van Dam et al.),AK2,13
AK2,877,GO CC Cilium,AK2,15
AK2,878,SYSCILIA Gold Standard (van Dam TJ et al.),AK2,24
AK2,879,McClintock et al.,AK2,29
AK2,880,Monika-Abedin-Sigg et al.,AK2,30
AK2,881,Broadhead et al.,AK2,32
AK2,882,Cao W. et al.,34328230,47
AK2,883,Blacque et al._xbox,C29E4.8,54
AK3,884,Yano J. et al.,AK3,50
AK3,885,Blacque et al._xbox,ZK673.2,54
AK4,886,Gabrielle Wheway,AK4,27
AK5,887,Alexander E. Ivliev et al,AK5,8
AK5,888,Pazour et al.,AK5,21
AK5,889,SYSCILIA Gold Standard (van Dam TJ et al.),AK5,24
AK5,890,Monika-Abedin-Sigg et al.,AK5,30
AK5,891,Ramona A. Hoh et al.,AK5,31
AK5,892,Jakobsen L. et al.,AK5,43
AK5,893,Nogales-Cadenas R. et al.,ENSG00000154027,46
AK5,894,Stubbs J.L. et al.,AK5		,52
AK5,895,Stubbs J.L. et al.,AK5		,52
AK5,896,Blacque et al._xbox,F13E6.2,54
AK6,897,Blacque et al._xbox,E02H1.6,54
AK7,898,Alexander E. Ivliev et al,AK7,8
AK7,899,Cilia Carta (TJP van Dam et al.),AK7,13
AK7,900,Dey G et al.,AK7,14
AK7,901,GO CC Cilium,AK7,15
AK7,902,Lambacher N. et al.,AK7,17
AK7,903,Pazour et al.,AK7,21
AK7,904,Ross et al.,AK7,22
AK7,905,Semil P. Choksi et al.,AK7,23
AK7,906,SYSCILIA Gold Standard (van Dam TJ et al.),AK7,24
AK7,907,McClintock et al.,AK7,29
AK7,908,Monika-Abedin-Sigg et al.,AK7,30
AK7,909,Ramona A. Hoh et al.,AK7,31
AK7,910,Broadhead et al.,AK7,32
AK7,911,Merchant et al.,AK7,35
AK7,912,Fritz-Laylin L.K. et Cande,AK7,49
AK7,913,Marshall et al.,Ak7,55
AK7,914,Stubbs J.L. et al.,AK7		,52
AK7,915,Arnaiz O. et al.,GSPATT00038139001,53
AK8,916,Alexander E. Ivliev et al,AK8,8
AK8,917,Cilia Carta (TJP van Dam et al.),AK8,13
AK8,918,Lambacher N. et al.,AK8,17
AK8,919,Ostrowski et al.,BAB71402,20
AK8,920,Semil P. Choksi et al.,AK8,23
AK8,921,SYSCILIA Gold Standard (van Dam TJ et al.),AK8,24
AK8,922,McClintock et al.,AK8,29
AK8,923,Monika-Abedin-Sigg et al.,AK8,30
AK8,924,Ramona A. Hoh et al.,AK8,31
AK8,925,Broadhead et al.,AK8,32
AK8,926,Geremek M. et al. 2011,AK8,41
AK8,927,Geremek M. et al. 2014,AK8,42
AK8,928,Marshall et al.,Ak8,55
AK8,3747,Stubbs J.L. et al.,C9orf98		,52
AK9,929,Alexander E. Ivliev et al,AK9,8
AK9,930,Ross et al.,AK9,22
AK9,931,Semil P. Choksi et al.,AK9,23
AK9,932,Monika-Abedin-Sigg et al.,AK9,30
AK9,933,Geremek M. et al. 2014,AK9,42
AK9,934,Arnaiz O. et al.,GSPATT00026255001,53
AK9,976,Dey G et al.,AKD1,14
AKAP1,935,McClintock et al.,AKAP1,29
AKAP1,936,Blacque et al._xbox,C56G2.1b,54
AKAP11,937,Kilburn et al.,AKAP11,1
AKAP12,938,Laurençon et al.,AKAP12,7
AKAP12,939,Karsten Boldt et al.,AKAP12,16
AKAP12,940,Ross et al.,AKAP12,22
AKAP12,941,Liu et al.,AKAP12,28
AKAP14,942,Alexander E. Ivliev et al,AKAP14,8
AKAP14,943,Ross et al.,AKAP14,22
AKAP14,944,Bayesian (TJP van Dam et al.),AKAP14,11
AKAP14,945,Cilia Carta (TJP van Dam et al.),AKAP14,13
AKAP14,946,GO CC Cilium,AKAP14,15
AKAP14,947,Lambacher N. et al.,AKAP14,17
AKAP14,948,McClintock et al.,AKAP14,29
AKAP14,949,Monika-Abedin-Sigg et al.,AKAP14,30
AKAP14,950,Geremek M. et al. 2011,AKAP14,41
AKAP14,951,Marshall et al.,Akap14,55
AKAP14,952,Roosing et al.,AKAP14,57
AKAP17A,953,Efimenko et al.,AKAP17A,2
AKAP2,954,Ross et al.,AKAP2,22
AKAP3,955,Alexander E. Ivliev et al,AKAP3,8
AKAP3,956,Cilia Carta (TJP van Dam et al.),AKAP3,13
AKAP3,957,GO CC Cilium,AKAP3,15
AKAP3,958,McClintock et al.,AKAP3,29
AKAP4,959,Cilia Carta (TJP van Dam et al.),AKAP4,13
AKAP4,960,GO CC Cilium,AKAP4,15
AKAP4,961,McClintock et al.,AKAP4,29
AKAP6,962,Alexander E. Ivliev et al,AKAP6,8
AKAP7,963,Alexander E. Ivliev et al,AKAP7,8
AKAP7,964,Kim J. et al.,AKAP7,44
AKAP7,965,Nogales-Cadenas R. et al.,ENSG00000118507,46
AKAP9,966,Hannah Müller et al.,AKAP9,6
AKAP9,967,Alexander E. Ivliev et al,AKAP9,8
AKAP9,968,Andersen et al.,NP_005742,9
AKAP9,969,Bayesian (TJP van Dam et al.),AKAP9,11
AKAP9,970,Cilia Carta (TJP van Dam et al.),AKAP9,13
AKAP9,971,GO CC Cilium,AKAP9,15
AKAP9,972,Semil P. Choksi et al.,AKAP9,23
AKAP9,973,Liu et al.,AKAP9,28
AKAP9,974,Jakobsen L. et al.,AKAP9,43
AKAP9,975,Nogales-Cadenas R. et al.,ENSG00000127914,46
AKIRIN1,977,Blacque et al._xbox,E01A2.6,54
AKIRIN2,978,Gabrielle Wheway,AKIRIN2,27
AKNA,979,Alexander E. Ivliev et al,AKNA,8
AKNA,980,Andersen et al.,AKNA,9
AKNA,981,Ross et al.,AKNA,22
AKNA,982,Nogales-Cadenas R. et al.,ENSG00000106948,46
AKR1A1,983,Mayer et al. 2009,AKR1A1,19
AKR1A1,984,Liu et al.,AKR1A1,28
AKR1A1,985,Monika-Abedin-Sigg et al.,AKR1A1,30
AKR1A1,986,Mayer et al. 2008,AKR1A1,51
AKR1A1,987,Blacque et al._xbox,C01G5.5,54
AKR1A1,988,Blacque et al._xbox,F53F1.2,54
AKR1A1,989,Blacque et al._xbox,Y39G8B.2,54
AKR1B1,990,Liu et al.,AKR1B1,28
AKR1B1,991,Monika-Abedin-Sigg et al.,AKR1B1,30
AKR1B10,992,Ross et al.,AKR1B10,22
AKR1B10,993,Lauwaet T. et al.,GL50803_7260-t26_1,40
AKR1B10,994,Marshall et al.,Akr1b8,55
AKR1C3,995,Alexander E. Ivliev et al,AKR1C3,8
AKR1C4,996,Geremek M. et al. 2014,AKR1C4,42
AKR1D1,997,Chen et al.,AKR1D1,12
AKR1E2,998,Gabrielle Wheway,AKR1E2,27
AKR1E2,999,Liu et al.,AKR1E2,28
AKR7A2,1000,Alexander E. Ivliev et al,AKR7A2,8
AKR7A2,1001,Marshall et al.,Akr7a5,55
AKT1,1002,Efimenko et al.,AKT1,2
AKT1,1003,Cilia Carta (TJP van Dam et al.),AKT1,13
AKT1,1004,GO CC Cilium,AKT1,15
AKT1,1005,McClintock et al.,AKT1,29
AKT1,1006,Nogales-Cadenas R. et al.,ENSG00000142208,46
AKT1S1,1007,Karsten Boldt et al.,AKT1S1,16
AKT2,1008,Monika-Abedin-Sigg et al.,AKT2,30
AKT2,1009,Marshall et al.,Akt2,55
AKT3,1010,Ross et al.,AKT3,22
AKTIP,1011,Gabrielle Wheway,AKTIP,27
AKTIP,1012,Liu et al.,AKTIP,28
AKTIP,1013,McClintock et al.,AKTIP,29
AKTIP,1014,Blacque et al._xbox,Y69H2.6,54
AL033314,1015,Liu et al.,AL033314,28
AL049869.1,1016,Hannah Müller et al.,AL049869.1,6
AL355076.1,1017,Hannah Müller et al.,AL355076.1,6
AL356585.2,1018,Hannah Müller et al.,AL356585.2,6
ALAS1,1019,Gabrielle Wheway,ALAS1,27
ALCAM,1022,Mayer et al. 2009,ALCAM,19
ALCAM,1023,SYSCILIA Gold Standard (van Dam TJ et al.),ALCAM,24
ALCAM,1024,Kubo A. et al.,ALCAM,45
ALCAM,1025,Mayer et al. 2008,ALCAM,51
ALDH16A1,1026,Nakachi M. et al.,XP_002128130,39
ALDH16A1,1027,Monika-Abedin-Sigg et al.,ALDH16A1,30
ALDH18A1,1028,Andersen et al.,ALDH18A1,9
ALDH18A1,1029,Andersen et al.,ALDH18A1,9
