Gene1ID	Gene1Symbol	Gene2Symbol	Gene1SpeciesName
ZDB-GENE-050306-53	abhd18	ABHD18	Danio rerio
FBgn0052112	CG32112	ABHD18	Drosophila melanogaster
1915468	Abhd18	ABHD18	Mus musculus
1563987	Abhd18	ABHD18	Rattus norvegicus
1311389	Abhd2	ABHD2	Rattus norvegicus
1914344	Abhd2	ABHD2	Mus musculus
ZDB-GENE-040426-784	abhd2a	ABHD2	Danio rerio
ZDB-GENE-061027-74	abhd2b	ABHD2	Danio rerio
FBgn0014906	Hydr2	ABHD2	Drosophila melanogaster
1310655	Abhd3	ABHD3	Rattus norvegicus
S000004823	MGL2	ABHD3	Saccharomyces cerevisiae
S000000381	EHT1	ABHD3	Saccharomyces cerevisiae
S000006016	EEB1	ABHD3	Saccharomyces cerevisiae
2147183	Abhd3	ABHD3	Mus musculus
WBGene00013358	abhd-3.1	ABHD3	Caenorhabditis elegans
ZDB-GENE-040912-90	abhd3	ABHD3	Danio rerio
FBgn0033382	Hydr1	ABHD3	Drosophila melanogaster
1311858	Abhd4	ABHD4	Rattus norvegicus
S000004089	ICT1	ABHD4	Saccharomyces cerevisiae
1915938	Abhd4	ABHD4	Mus musculus
FBgn0033226	puml	ABHD4	Drosophila melanogaster
WBGene00007711	lid-1	ABHD4	Caenorhabditis elegans
WBGene00016507	abhd-5.2	ABHD4	Caenorhabditis elegans
ZDB-GENE-050417-83	abhd4	ABHD4	Danio rerio
1303237	Abhd5	ABHD5	Rattus norvegicus
S000004089	ICT1	ABHD5	Saccharomyces cerevisiae
1914719	Abhd5	ABHD5	Mus musculus
FBgn0033226	puml	ABHD5	Drosophila melanogaster
WBGene00007711	lid-1	ABHD5	Caenorhabditis elegans
WBGene00016507	abhd-5.2	ABHD5	Caenorhabditis elegans
1359323	Abhd6	ABHD6	Rattus norvegicus
ZDB-GENE-090925-1	abhd6a	ABHD6	Danio rerio
1913332	Abhd6	ABHD6	Mus musculus
S000005347	YNR064C	ABHD6	Saccharomyces cerevisiae
1305693	Abhd8	ABHD8	Rattus norvegicus
1918946	Abhd8	ABHD8	Mus musculus
ZDB-GENE-130530-805	abhd8b	ABHD8	Danio rerio
621008	Abi1	ABI1	Rattus norvegicus
104913	Abi1	ABI1	Mus musculus
FBgn0020510	Abi	ABI1	Drosophila melanogaster
WBGene00015146	abi-1	ABI1	Caenorhabditis elegans
ZDB-GENE-040426-1701	abi1a	ABI1	Danio rerio
628771	Abi2	ABI2	Rattus norvegicus
106913	Abi2	ABI2	Mus musculus
ZDB-GENE-060519-5	abi2b	ABI2	Danio rerio
1311794	Abi3	ABI3	Rattus norvegicus
1913860	Abi3	ABI3	Mus musculus
ZDB-GENE-060929-958	abi3a	ABI3	Danio rerio
ZDB-GENE-030131-6041	abi3bpb	ABI3BP	Danio rerio
2444583	Abi3bp	ABI3BP	Mus musculus
1562717	Abi3bp	ABI3BP	Rattus norvegicus
WBGene00018835	F54F2.7	ABITRAM	Caenorhabditis elegans
ZDB-GENE-060503-602	abitram	ABITRAM	Danio rerio
FBgn0260464	CG9288	ABITRAM	Drosophila melanogaster
2677850	Abitram	ABITRAM	Mus musculus
1594560	Abitram	ABITRAM	Rattus norvegicus
6502032	LOC100909750	ABL1	Rattus norvegicus
1584969	Abl1	ABL1	Rattus norvegicus
87859	Abl1	ABL1	Mus musculus
FBgn0000017	Abl	ABL1	Drosophila melanogaster
ZDB-GENE-100812-9	abl1	ABL1	Danio rerio
WBGene00000018	abl-1	ABL1	Caenorhabditis elegans
1590898	Abl2	ABL2	Rattus norvegicus
87860	Abl2	ABL2	Mus musculus
FBgn0000017	Abl	ABL2	Drosophila melanogaster
ZDB-GENE-020809-2	abl2	ABL2	Danio rerio
WBGene00000018	abl-1	ABL2	Caenorhabditis elegans
1565768	Ablim1	ABLIM1	Rattus norvegicus
1194500	Ablim1	ABLIM1	Mus musculus
WBGene00006839	unc-115	ABLIM1	Caenorhabditis elegans
ZDB-GENE-080219-41	ablim1a	ABLIM1	Danio rerio
ZDB-GENE-050327-91	ablim1b	ABLIM1	Danio rerio
FBgn0051352	Unc-115a	ABLIM1	Drosophila melanogaster
ZDB-GENE-100316-5	ablim2	ABLIM2	Danio rerio
FBgn0051352	Unc-115a	ABLIM2	Drosophila melanogaster
2385758	Ablim2	ABLIM2	Mus musculus
1303094	Ablim2	ABLIM2	Rattus norvegicus
ZDB-GENE-070112-1122	ablim3	ABLIM3	Danio rerio
2442582	Ablim3	ABLIM3	Mus musculus
1565118	Ablim3	ABLIM3	Rattus norvegicus
2307241	Abo	ABO	Rattus norvegicus
2135738	Abo	ABO	Mus musculus
1306279	Abr	ABR	Rattus norvegicus
107771	Abr	ABR	Mus musculus
FBgn0025836	RhoGAP1A	ABR	Drosophila melanogaster
ZDB-GENE-070705-146	abr	ABR	Danio rerio
708493	Abra	ABRA	Rattus norvegicus
2444891	Abra	ABRA	Mus musculus
FBgn0023540	CG3630	ABRA	Drosophila melanogaster
WBGene00009475	F36F2.1	ABRA	Caenorhabditis elegans
ZDB-GENE-040822-7	abrab	ABRA	Danio rerio
ZDB-GENE-030131-8594	abracl	ABRACL	Danio rerio
1920362	Abracl	ABRACL	Mus musculus
1583256	Abracl	ABRACL	Rattus norvegicus
ZDB-GENE-041010-70	abraxas1	ABRAXAS1	Danio rerio
1917931	Abraxas1	ABRAXAS1	Mus musculus
1305287	Abraxas1	ABRAXAS1	Rattus norvegicus
ZDB-GENE-040426-2491	abraxas2	ABRAXAS2	Danio rerio
1926116	Abraxas2	ABRAXAS2	Mus musculus
1308918	Abraxas2	ABRAXAS2	Rattus norvegicus
1310785	Abt1	ABT1	Rattus norvegicus
S000005337	ESF2	ABT1	Saccharomyces cerevisiae
1353636	Abt1	ABT1	Mus musculus
WBGene00019005	F57B10.8	ABT1	Caenorhabditis elegans
ZDB-GENE-050522-127	abt1	ABT1	Danio rerio
FBgn0052708	CG32708	ABT1	Drosophila melanogaster
FBgn0030524	CG10993	ABT1	Drosophila melanogaster
FBgn0085693	CG41562	ABT1	Drosophila melanogaster
ZDB-GENE-141212-241	abtb1	ABTB1	Danio rerio
1933148	Abtb1	ABTB1	Mus musculus
S000001263	YIL001W	ABTB1	Saccharomyces cerevisiae
1359363	Abtb1	ABTB1	Rattus norvegicus
620724	Abtb2	ABTB2	Rattus norvegicus
2139365	Abtb2	ABTB2	Mus musculus
FBgn0264711	CG43980	ABTB2	Drosophila melanogaster
ZDB-GENE-100422-14	abtb2b	ABTB2	Danio rerio
67379	Acaa1a	ACAA1	Rattus norvegicus
S000001422	POT1	ACAA1	Saccharomyces cerevisiae
3605455	Acaa1b	ACAA1	Mus musculus
2148491	Acaa1a	ACAA1	Mus musculus
ZDB-GENE-040704-48	acaa1	ACAA1	Danio rerio
620482	Acaa2	ACAA2	Rattus norvegicus
1098623	Acaa2	ACAA2	Mus musculus
FBgn0040064	yip2	ACAA2	Drosophila melanogaster
WBGene00009952	acaa-2	ACAA2	Caenorhabditis elegans
ZDB-GENE-040426-1996	acaa2	ACAA2	Danio rerio
621248	Acaca	ACACA	Rattus norvegicus
S000004820	HFA1	ACACA	Saccharomyces cerevisiae
S000005299	ACC1	ACACA	Saccharomyces cerevisiae
108451	Acaca	ACACA	Mus musculus
WBGene00004076	pod-2	ACACA	Caenorhabditis elegans
ZDB-GENE-060526-74	acaca	ACACA	Danio rerio
620500	Acacb	ACACB	Rattus norvegicus
ZDB-GENE-060526-132	acacb	ACACB	Danio rerio
FBgn0033246	ACC	ACACB	Drosophila melanogaster
2140940	Acacb	ACACB	Mus musculus
1310159	Acad10	ACAD10	Rattus norvegicus
1919235	Acad10	ACAD10	Mus musculus
WBGene00019599	acds-10	ACAD10	Caenorhabditis elegans
ZDB-GENE-040426-814	acad11	ACAD11	Danio rerio
2143169	Acad11	ACAD11	Mus musculus
1306270	Acad11	ACAD11	Rattus norvegicus
1564209	Acad8	ACAD8	Rattus norvegicus
1914198	Acad8	ACAD8	Mus musculus
ZDB-GENE-040426-828	acad8	ACAD8	Danio rerio
WBGene00017874	acdh-9	ACAD8	Caenorhabditis elegans
727973	Acad9	ACAD9	Rattus norvegicus
1914272	Acad9	ACAD9	Mus musculus
ZDB-GENE-060616-196	acad9	ACAD9	Danio rerio
2011	Acadl	ACADL	Rattus norvegicus
87866	Acadl	ACADL	Mus musculus
ZDB-GENE-040426-771	acadl	ACADL	Danio rerio
2012	Acadm	ACADM	Rattus norvegicus
87867	Acadm	ACADM	Mus musculus
FBgn0035811	Mcad	ACADM	Drosophila melanogaster
ZDB-GENE-040426-1945	acadm	ACADM	Danio rerio
WBGene00019406	acdh-8	ACADM	Caenorhabditis elegans
WBGene00020366	acdh-10	ACADM	Caenorhabditis elegans
620514	Acads	ACADS	Rattus norvegicus
87868	Acads	ACADS	Mus musculus
FBgn0038742	Arc42	ACADS	Drosophila melanogaster
ZDB-GENE-040808-64	acads	ACADS	Danio rerio
2013	Acadsb	ACADSB	Rattus norvegicus
1914135	Acadsb	ACADSB	Mus musculus
FBgn0036824	CG3902	ACADSB	Drosophila melanogaster
ZDB-GENE-070410-109	acadsb	ACADSB	Danio rerio
WBGene00016943	acdh-1	ACADSB	Caenorhabditis elegans
WBGene00020419	acdh-4	ACADSB	Caenorhabditis elegans
2014	Acadvl	ACADVL	Rattus norvegicus
895149	Acadvl	ACADVL	Mus musculus
FBgn0034432	CG7461	ACADVL	Drosophila melanogaster
ZDB-GENE-030131-899	acadvl	ACADVL	Danio rerio
WBGene00017125	acdh-12	ACADVL	Caenorhabditis elegans
68358	Acan	ACAN	Rattus norvegicus
99602	Acan	ACAN	Mus musculus
ZDB-GENE-050208-221	acana	ACAN	Danio rerio
1305360	Acap1	ACAP1	Rattus norvegicus
S000002932	AGE1	ACAP1	Saccharomyces cerevisiae
2388270	Acap1	ACAP1	Mus musculus
FBgn0039056	CenB1A	ACAP1	Drosophila melanogaster
WBGene00000565	cnt-1	ACAP1	Caenorhabditis elegans
ZDB-GENE-070112-1242	acap1	ACAP1	Danio rerio
1562939	Acap2	ACAP2	Rattus norvegicus
1925868	Acap2	ACAP2	Mus musculus
WBGene00000565	cnt-1	ACAP2	Caenorhabditis elegans
ZDB-GENE-081104-34	si:ch211-168b3.1	ACAP2	Danio rerio
1310711	Acap3	ACAP3	Rattus norvegicus
S000002932	AGE1	ACAP3	Saccharomyces cerevisiae
2153589	Acap3	ACAP3	Mus musculus
FBgn0039056	CenB1A	ACAP3	Drosophila melanogaster
WBGene00000565	cnt-1	ACAP3	Caenorhabditis elegans
ZDB-GENE-030131-1711	acap3a	ACAP3	Danio rerio
2016	Acat1	ACAT1	Rattus norvegicus
S000005949	ERG10	ACAT1	Saccharomyces cerevisiae
87870	Acat1	ACAT1	Mus musculus
FBgn0029969	CG10932	ACAT1	Drosophila melanogaster
ZDB-GENE-040808-68	acat1	ACAT1	Danio rerio
WBGene00002183	kat-1	ACAT1	Caenorhabditis elegans
1359366	Acat2	ACAT2	Rattus norvegicus
87871	Acat2	ACAT2	Mus musculus
FBgn0035203	Acat2	ACAT2	Drosophila melanogaster
ZDB-GENE-990714-22	acat2	ACAT2	Danio rerio
727851	Acbd3	ACBD3	Rattus norvegicus
WBGene00012765	Y41E3.7	ACBD3	Caenorhabditis elegans
ZDB-GENE-040426-1930	acbd3	ACBD3	Danio rerio
FBgn0031061	CG14232	ACBD3	Drosophila melanogaster
2181074	Acbd3	ACBD3	Mus musculus
1308404	Acbd4	ACBD4	Rattus norvegicus
1914381	Acbd4	ACBD4	Mus musculus
WBGene00007680	maa-1	ACBD4	Caenorhabditis elegans
ZDB-GENE-040426-2074	acbd4	ACBD4	Danio rerio
1309411	Acbd5	ACBD5	Rattus norvegicus
1921409	Acbd5	ACBD5	Mus musculus
FBgn0031478	CG8814	ACBD5	Drosophila melanogaster
ZDB-GENE-050522-268	acbd5a	ACBD5	Danio rerio
WBGene00011731	acbp-5	ACBD6	Caenorhabditis elegans
ZDB-GENE-030131-2810	acbd6	ACBD6	Danio rerio
FBgn0064116	anox	ACBD6	Drosophila melanogaster
1919732	Acbd6	ACBD6	Mus musculus
1305030	Acbd6	ACBD6	Rattus norvegicus
1564164	Acbd7	ACBD7	Rattus norvegicus
1925495	Acbd7	ACBD7	Mus musculus
FBgn0031992	Acbp1	ACBD7	Drosophila melanogaster
ZDB-GENE-050913-108	acbd7	ACBD7	Danio rerio
1309314	Accs	ACCS	Rattus norvegicus
1919717	Accs	ACCS	Mus musculus
WBGene00011436	T04F3.1	ACCS	Caenorhabditis elegans
ZDB-GENE-050327-39	accs	ACCS	Danio rerio
1596039	Accsl	ACCSL	Rattus norvegicus
3584519	Accsl	ACCSL	Mus musculus
1565053	Acd	ACD	Rattus norvegicus
87873	Acd	ACD	Mus musculus
ZDB-GENE-081022-45	acd	ACD	Danio rerio
2493	Ace	ACE	Rattus norvegicus
87874	Ace	ACE	Mus musculus
FBgn0012037	Ance	ACE	Drosophila melanogaster
FBgn0016122	Acer	ACE	Drosophila melanogaster
ZDB-GENE-030131-1826	ace	ACE	Danio rerio
728890	Ace2	ACE2	Rattus norvegicus
1917258	Ace2	ACE2	Mus musculus
FBgn0032536	Ance-3	ACE2	Drosophila melanogaster
ZDB-GENE-041114-6	ace2	ACE2	Danio rerio
WBGene00000039	acn-1	ACE2	Caenorhabditis elegans
3644400	Ace3	ACE3P	Mus musculus
ZDB-GENE-050417-70	acer1	ACER1	Danio rerio
2181962	Acer1	ACER1	Mus musculus
1588582	Acer1	ACER1	Rattus norvegicus
1304629	Acer2	ACER2	Rattus norvegicus
WBGene00020947	W02F12.2	ACER2	Caenorhabditis elegans
ZDB-GENE-121026-1	acer2	ACER2	Danio rerio
FBgn0045064	bwa	ACER2	Drosophila melanogaster
1920932	Acer2	ACER2	Mus musculus
1561254	Acer3	ACER3	Rattus norvegicus
S000000387	YPC1	ACER3	Saccharomyces cerevisiae
S000006008	YDC1	ACER3	Saccharomyces cerevisiae
1913440	Acer3	ACER3	Mus musculus
ZDB-GENE-091204-155	acer3	ACER3	Danio rerio
69313	Ache	ACHE	Rattus norvegicus
87876	Ache	ACHE	Mus musculus
ZDB-GENE-010906-1	ache	ACHE	Danio rerio
WBGene00000035	ace-1	ACHE	Caenorhabditis elegans
WBGene00016601	acin-1	ACIN1	Caenorhabditis elegans
ZDB-GENE-030826-12	acin1b	ACIN1	Danio rerio
FBgn0263198	Acn	ACIN1	Drosophila melanogaster
1891824	Acin1	ACIN1	Mus musculus
1311945	Acin1	ACIN1	Rattus norvegicus
1097689	Ackr1	ACKR1	Mus musculus
1596198	Ackr1	ACKR1	Rattus norvegicus
620323	Ackr2	ACKR2	Rattus norvegicus
1891697	Ackr2	ACKR2	Mus musculus
620601	Ackr3	ACKR3	Rattus norvegicus
ZDB-GENE-031116-61	ackr3b	ACKR3	Danio rerio
109562	Ackr3	ACKR3	Mus musculus
1596453	Ackr4	ACKR4	Rattus norvegicus
2181676	Ackr4	ACKR4	Mus musculus
ZDB-GENE-051107-10	ackr4b	ACKR4	Danio rerio
ZDB-GENE-070301-6	ackr4a	ACKR4	Danio rerio
WBGene00007150	acly-2	ACLY	Caenorhabditis elegans
ZDB-GENE-090909-2	aclyb	ACLY	Danio rerio
FBgn0020236	ATPCL	ACLY	Drosophila melanogaster
103251	Acly	ACLY	Mus musculus
2018	Acly	ACLY	Rattus norvegicus
WBGene00022104	acsd-1	ACMSD	Caenorhabditis elegans
ZDB-GENE-070410-103	acmsd	ACMSD	Danio rerio
2386323	Acmsd	ACMSD	Mus musculus
620868	Acmsd	ACMSD	Rattus norvegicus
2019	Aco1	ACO1	Rattus norvegicus
S000002977	LEU1	ACO1	Saccharomyces cerevisiae
87879	Aco1	ACO1	Mus musculus
FBgn0024958	Irp-1A	ACO1	Drosophila melanogaster
WBGene00000040	aco-1	ACO1	Caenorhabditis elegans
ZDB-GENE-031118-76	aco1	ACO1	Danio rerio
621360	Aco2	ACO2	Rattus norvegicus
S000004295	ACO1	ACO2	Saccharomyces cerevisiae
87880	Aco2	ACO2	Mus musculus
FBgn0010100	mAcon1	ACO2	Drosophila melanogaster
ZDB-GENE-030131-1390	aco2	ACO2	Danio rerio
WBGene00000041	aco-2	ACO2	Caenorhabditis elegans
ZDB-GENE-081104-428	acod1	ACOD1	Danio rerio
103206	Acod1	ACOD1	Mus musculus
S000006206	PDH1	ACOD1	Saccharomyces cerevisiae
1563454	Acod1	ACOD1	Rattus norvegicus
70894	Acot1	ACOT1	Rattus norvegicus
1349396	Acot1	ACOT1	Mus musculus
2159619	Acot3	ACOT1	Mus musculus
2159605	Acot2	ACOT1	Mus musculus
ZDB-GENE-041001-182	acot20	ACOT1	Danio rerio
WBGene00019404	K05B2.4	ACOT1	Caenorhabditis elegans
ZDB-GENE-050522-538	acot11a	ACOT11	Danio rerio
1913736	Acot11	ACOT11	Mus musculus
2324815	Acot11	ACOT11	Rattus norvegicus
1921406	Acot12	ACOT12	Mus musculus
619752	Acot12	ACOT12	Rattus norvegicus
1306513	Acot13	ACOT13	Rattus norvegicus
WBGene00016123	C25H3.14	ACOT13	Caenorhabditis elegans
WBGene00016112	C25H3.3	ACOT13	Caenorhabditis elegans
ZDB-GENE-060503-437	acot13	ACOT13	Danio rerio
FBgn0035355	CG16985	ACOT13	Drosophila melanogaster
FBgn0035356	CG16986	ACOT13	Drosophila melanogaster
1914084	Acot13	ACOT13	Mus musculus
621055	Acot2	ACOT2	Rattus norvegicus
1565917	Acot5	ACOT2	Rattus norvegicus
2159605	Acot2	ACOT2	Mus musculus
1596753	Acot4	ACOT4	Rattus norvegicus
2159621	Acot4	ACOT4	Mus musculus
WBGene00020989	W03D8.8	ACOT4	Caenorhabditis elegans
1309669	Acot6	ACOT6	Rattus norvegicus
1921287	Acot6	ACOT6	Mus musculus
ZDB-GENE-040912-42	acot7	ACOT7	Danio rerio
1917275	Acot7	ACOT7	Mus musculus
628856	Acot7	ACOT7	Rattus norvegicus
70368	Acot8	ACOT8	Rattus norvegicus
S000003780	TES1	ACOT8	Saccharomyces cerevisiae
2158201	Acot8	ACOT8	Mus musculus
ZDB-GENE-041010-174	acot8	ACOT8	Danio rerio
WBGene00017781	F25E2.3	ACOT8	Caenorhabditis elegans
1359188	Acot9	ACOT9	Rattus norvegicus
1928939	Acot9	ACOT9	Mus musculus
FBgn0039854	CG1635	ACOT9	Drosophila melanogaster
FBgn0039855	CG1638	ACOT9	Drosophila melanogaster
WBGene00019015	F57F4.1	ACOT9	Caenorhabditis elegans
ZDB-GENE-040724-139	acot9.1	ACOT9	Danio rerio
FBgn0039856	CG1774	ACOT9	Drosophila melanogaster
619757	Acox1	ACOX1	Rattus norvegicus
S000003173	POX1	ACOX1	Saccharomyces cerevisiae
1330812	Acox1	ACOX1	Mus musculus
FBgn0027572	ACOX1	ACOX1	Drosophila melanogaster
ZDB-GENE-041010-219	acox1	ACOX1	Danio rerio
WBGene00008564	acox-1.1	ACOX1	Caenorhabditis elegans
WBGene00008565	acox-1.2	ACOX1	Caenorhabditis elegans
WBGene00008566	acox-1.3	ACOX1	Caenorhabditis elegans
WBGene00010336	acox-1.6	ACOX1	Caenorhabditis elegans
628684	Acox2	ACOX2	Rattus norvegicus
1934852	Acox2	ACOX2	Mus musculus
69245	Acox3	ACOX3	Rattus norvegicus
WBGene00019060	acox-3	ACOX3	Caenorhabditis elegans
ZDB-GENE-040426-2163	acox3	ACOX3	Danio rerio
FBgn0031813	Acox3	ACOX3	Drosophila melanogaster
1933156	Acox3	ACOX3	Mus musculus
1306814	Acoxl	ACOXL	Rattus norvegicus
1921371	Acoxl	ACOXL	Mus musculus
ZDB-GENE-081107-18	acoxl	ACOXL	Danio rerio
2020	Acp1	ACP1	Rattus norvegicus
S000006277	LTP1	ACP1	Saccharomyces cerevisiae
87881	Acp1	ACP1	Mus musculus
FBgn0040076	primo-2	ACP1	Drosophila melanogaster
FBgn0040077	primo-1	ACP1	Drosophila melanogaster
ZDB-GENE-050327-12	acp1	ACP1	Danio rerio
WBGene00022379	Y94H6A.7	ACP1	Caenorhabditis elegans
2021	Acp2	ACP2	Rattus norvegicus
87882	Acp2	ACP2	Mus musculus
FBgn0000032	Acph-1	ACP2	Drosophila melanogaster
ZDB-GENE-050306-40	acp2	ACP2	Danio rerio
WBGene00015161	pho-5	ACP2	Caenorhabditis elegans
2023	Acp3	ACP3	Rattus norvegicus
1928480	Acpp	ACP3	Mus musculus
FBgn0036875	CG9449	ACP3	Drosophila melanogaster
WBGene00015161	pho-5	ACP3	Caenorhabditis elegans
1308270	Acp4	ACP4	Rattus norvegicus
3644563	Acp4	ACP4	Mus musculus
FBgn0000032	Acph-1	ACP4	Drosophila melanogaster
WBGene00015161	pho-5	ACP4	Caenorhabditis elegans
WBGene00022181	pho-9	ACP4	Caenorhabditis elegans
2022	Acp5	ACP5	Rattus norvegicus
87883	Acp5	ACP5	Mus musculus
ZDB-GENE-040426-2864	acp5a	ACP5	Danio rerio
WBGene00008531	F02E9.7	ACP5	Caenorhabditis elegans
1306336	Acp6	ACP6	Rattus norvegicus
1931010	Acp6	ACP6	Mus musculus
ZDB-GENE-050208-290	acp6	ACP6	Danio rerio
1585399	Acp7	ACP7	Rattus norvegicus
2142121	Acp7	ACP7	Mus musculus
FBgn0030245	CG1637	ACP7	Drosophila melanogaster
WBGene00219316	F21A3.11	ACP7	Caenorhabditis elegans
ZDB-GENE-070615-9	acp7	ACP7	Danio rerio
87884	Acr	ACR	Mus musculus
2024	Acr	ACR	Rattus norvegicus
1859515	Acrbp	ACRBP	Mus musculus
1564880	Acrbp	ACRBP	Rattus norvegicus
104590	Acrv1	ACRV1	Mus musculus
620153	Acrv1	ACRV1	Rattus norvegicus
708557	Acsbg1	ACSBG1	Rattus norvegicus
2385656	Acsbg1	ACSBG1	Mus musculus
ZDB-GENE-110914-219	acsbg1	ACSBG1	Danio rerio
WBGene00007082	acs-10	ACSBG1	Caenorhabditis elegans
WBGene00008669	acs-14	ACSBG1	Caenorhabditis elegans
WBGene00022849	acs-6	ACSBG1	Caenorhabditis elegans
1588580	Acsbg2	ACSBG2	Rattus norvegicus
3587728	Acsbg2	ACSBG2	Mus musculus
FBgn0027348	bgm	ACSBG2	Drosophila melanogaster
ZDB-GENE-030131-7099	acsbg2	ACSBG2	Danio rerio
WBGene00022849	acs-6	ACSBG2	Caenorhabditis elegans
WBGene00007082	acs-10	ACSBG2	Caenorhabditis elegans
1562656	Acsf2	ACSF2	Rattus norvegicus
2388287	Acsf2	ACSF2	Mus musculus
FBgn0031703	Acsf2	ACSF2	Drosophila melanogaster
ZDB-GENE-060825-7	acsf2	ACSF2	Danio rerio
WBGene00018488	acs-1	ACSF2	Caenorhabditis elegans
1586037	Acsf3	ACSF3	Rattus norvegicus
S000000426	PCS60	ACSF3	Saccharomyces cerevisiae
2182591	Acsf3	ACSF3	Mus musculus
FBgn0029945	Acsf3	ACSF3	Drosophila melanogaster
ZDB-GENE-121026-3	acsf3	ACSF3	Danio rerio
WBGene00016849	acs-21	ACSF3	Caenorhabditis elegans
WBGene00018269	acs-11	ACSF3	Caenorhabditis elegans
2015	Acsl1	ACSL1	Rattus norvegicus
S000000817	FAA2	ACSL1	Saccharomyces cerevisiae
102797	Acsl1	ACSL1	Mus musculus
ZDB-GENE-050809-115	acsl1a	ACSL1	Danio rerio
70552	Acsl3	ACSL3	Rattus norvegicus
1921455	Acsl3	ACSL3	Mus musculus
FBgn0263120	Acsl	ACSL3	Drosophila melanogaster
ZDB-GENE-050420-181	acsl3a	ACSL3	Danio rerio
WBGene00018152	acs-4	ACSL3	Caenorhabditis elegans
WBGene00016716	acs-17	ACSL3	Caenorhabditis elegans
69401	Acsl4	ACSL4	Rattus norvegicus
S000004860	FAA4	ACSL4	Saccharomyces cerevisiae
S000005844	FAA1	ACSL4	Saccharomyces cerevisiae
S000001271	FAA3	ACSL4	Saccharomyces cerevisiae
1354713	Acsl4	ACSL4	Mus musculus
FBgn0263120	Acsl	ACSL4	Drosophila melanogaster
ZDB-GENE-030131-6493	acsl4b	ACSL4	Danio rerio
WBGene00018152	acs-4	ACSL4	Caenorhabditis elegans
WBGene00016716	acs-17	ACSL4	Caenorhabditis elegans
69402	Acsl5	ACSL5	Rattus norvegicus
1919129	Acsl5	ACSL5	Mus musculus
FBgn0036821	CG3961	ACSL5	Drosophila melanogaster
ZDB-GENE-040912-169	acsl5	ACSL5	Danio rerio
WBGene00022037	acs-13	ACSL5	Caenorhabditis elegans
69403	Acsl6	ACSL6	Rattus norvegicus
894291	Acsl6	ACSL6	Mus musculus
ZDB-GENE-130530-851	acsl2	ACSL6	Danio rerio
ZDB-GENE-030131-6776	acsl6	ACSL6	Danio rerio
1306813	Acsm1	ACSM1	Rattus norvegicus
2152200	Acsm1	ACSM1	Mus musculus
WBGene00009106	acs-12	ACSM1	Caenorhabditis elegans
708383	Acsm2	ACSM2A	Rattus norvegicus
2385289	Acsm2	ACSM2B	Mus musculus
62086	Acsm3	ACSM3	Rattus norvegicus
99538	Acsm3	ACSM3	Mus musculus
ZDB-GENE-080220-22	acsm3	ACSM3	Danio rerio
WBGene00009106	acs-12	ACSM3	Caenorhabditis elegans
727928	Acsm4	ACSM4	Rattus norvegicus
2681844	Acsm4	ACSM4	Mus musculus
WBGene00009106	acs-12	ACSM4	Caenorhabditis elegans
1309578	Acsm5	ACSM5	Rattus norvegicus
2444086	Acsm5	ACSM5	Mus musculus
WBGene00009106	acs-12	ACSM5	Caenorhabditis elegans
1306246	Acss1	ACSS1	Rattus norvegicus
S000004143	ACS2	ACSS1	Saccharomyces cerevisiae
S000000050	ACS1	ACSS1	Saccharomyces cerevisiae
1915988	Acss1	ACSS1	Mus musculus
ZDB-GENE-050320-139	acss1	ACSS1	Danio rerio
1305489	Acss2	ACSS2	Rattus norvegicus
1890410	Acss2	ACSS2	Mus musculus
WBGene00007969	acs-19	ACSS2	Caenorhabditis elegans
ZDB-GENE-040718-388	acss2	ACSS2	Danio rerio
FBgn0012034	AcCoAS	ACSS2	Drosophila melanogaster
ZDB-GENE-060503-816	acss3	ACSS3	Danio rerio
FBgn0039184	CG6432	ACSS3	Drosophila melanogaster
2685720	Acss3	ACSS3	Mus musculus
1307051	Acss3	ACSS3	Rattus norvegicus
2025	Acta1	ACTA1	Rattus norvegicus
87902	Acta1	ACTA1	Mus musculus
FBgn0011743	Arp53D	ACTA1	Drosophila melanogaster
ZDB-GENE-030131-55	acta1b	ACTA1	Danio rerio
621676	Acta2	ACTA2	Rattus norvegicus
87909	Acta2	ACTA2	Mus musculus
ZDB-GENE-030131-1229	acta2	ACTA2	Danio rerio
628837	Actb	ACTB	Rattus norvegicus
S000001855	ACT1	ACTB	Saccharomyces cerevisiae
87904	Actb	ACTB	Mus musculus
FBgn0000042	Act5C	ACTB	Drosophila melanogaster
ZDB-GENE-000329-1	actb1	ACTB	Danio rerio
ZDB-GENE-000329-3	actb2	ACTB	Danio rerio
WBGene00000066	act-4	ACTB	Caenorhabditis elegans
WBGene00000064	act-2	ACTB	Caenorhabditis elegans
1309504	Actbl2	ACTBL2	Rattus norvegicus
2444552	Actbl2	ACTBL2	Mus musculus
FBgn0011743	Arp53D	ACTBL2	Drosophila melanogaster
ZDB-GENE-040625-46	acte1	ACTBL2	Danio rerio
2026	Actc1	ACTC1	Rattus norvegicus
87905	Actc1	ACTC1	Mus musculus
ZDB-GENE-040625-35	actc2	ACTC1	Danio rerio
2320108	LOC100361457	ACTG1	Rattus norvegicus
S000001855	ACT1	ACTG1	Saccharomyces cerevisiae
87906	Actg1	ACTG1	Mus musculus
FBgn0000042	Act5C	ACTG1	Drosophila melanogaster
WBGene00000064	act-2	ACTG1	Caenorhabditis elegans
