Human_gene_name,Gene_name,tree
B3GALT5,T15D6.5,9
B3GALT6,sqv-2,14
B3GAT1,glct-1,9
B3GAT1,glct-2,9
B3GAT1,glct-4,9
B3GAT1,glct-5,9
B3GAT1,glct-6,9
B3GAT1,sqv-8,13
B3GAT2,sqv-8,13
B3GAT3,glct-3,9
B3GAT3,sqv-8,13
B3GLCT,ZC250.2,9
B3GNT3,bre-5,17
B3GNT5,bus-17,9
B3GNT5,C47F8.5,9
B3GNT6,bre-5,17
B3GNT6,F14B6.6,20
B3GNT7,T09E11.10,9
B3GNT9,bre-5,17
B3GNTL1,F13G3.6,11
B4DEV8,pas-6,1
B4GALT3,bre-4,10
B4GALT5,W02B12.11,19
B4GALT7,sqv-3,17
B4GAT1,bgnt-1.2,9
B4GAT1,bgnt-1.3,9
B4GAT1,bgnt-1.4,9
B4GAT1,bgnt-1.5,9
B4GAT1,bgnt-1.6,9
B4GAT1,bgnt-1.7,9
B4GAT1,bgnt-1.8,9
B9D1,mksr-1,9
B9D2,mksr-2,9
BAG2,unc-23,16
BAIAP3,F54G2.1,3
BANF1,baf-1,13
BANF2,baf-1,13
C17orf49,Y43F8C.6,14
RNASEK-C17orf49,Y43F8C.6,14
BARD1,brd-1,17
BARHL1,ceh-31,9
BARHL2,ceh-19,9
BARHL2,ceh-31,9
BARX1,ceh-30,9
BARX2,ceh-30,9
BAZ1A,athp-2,10
BAZ1B,F53H1.4,10
BAZ2A,baz-2,1
BAZ2B,baz-2,1
BBOX1,gbh-1,9
BBS1,bbs-1,7
BBS2,bbs-2,5
BBS4,bbs-4,5
BBS5,bbs-5,5
BBS7,osm-12,5
BBS9,bbs-9,9
BCAN,clec-202,9
BCAP31,Y54G2A.18,1
BCAS2,T12A2.7,14
BCAS3,F56C9.10,1
BCAT1,bcat-1,4
BCAT2,bcat-1,4
BCAT2,Y44A6D.5,9
BCHE,ace-1,9
BCHE,ace-2,16
BCHE,ace-3,7
BCHE,ace-4,9
BCHE,C01B10.4,20
BCHE,E01G6.3,20
BCHE,F56C11.6,18
BCHE,K11G9.1,8
BCHE,K11G9.2,9
BCHE,K11G9.3,9
BCHE,Y75B8A.3,9
BCKDHA,Y39E4A.3,1
BCL11B,bcl-11,1
BCL2L2,ced-9,15
BCL3,ikb-1,9
BCL7A,bcl-7,9
BCL7B,bcl-7,9
BCL7C,bcl-7,9
BCO1,bcmo-1,9
BCO1,bcmo-2,5
BCO2,bcmo-1,9
BCO2,F49E10.2,8
BCS1L,bcs-1,11
BDP1,B0261.1,1
BECN1,bec-1,1
BECN2,bec-1,1
BEST1,best-11,9
BEST1,best-13,12
BEST1,best-17,9
BEST1,best-20,9
BEST1,best-9,9
BEST2,best-10,9
BEST2,best-14,18
BEST2,best-18,9
BEST2,best-23,9
BEST2,best-24,18
BEST2,best-6,9
BEST3,best-12,9
BEST3,best-16,9
BEST3,best-19,8
BEST3,best-21,9
BEST3,best-22,18
BEST3,best-25,9
BEST3,best-26,9
BEST3,best-3,9
BEST3,best-4,9
BEST3,best-5,20
BEST3,best-7,9
BEST3,best-8,18
BEST4,best-1,9
BEST4,best-15,11
BEST4,best-2,9
BEST4,C09B9.85,9
BET1,nbet-1,9
BH3,ced-13,9
BHLHE22,hlh-32,9
BHLHE23,hlh-16,9
BHLHE23,hlh-17,9
BHLHE23,hlh-31,9
BHLHE23,hlh-32,9
BICC1,bcc-1,18
BICD1,bicd-1,1
BICD2,bicd-1,1
BICRAL,mig-38,1
BIN1,amph-1,1
BIN2,amph-1,1
BIRC3,K11D12.9,9
BIRC5,bir-1,9
BIRC5,bir-2,11
BIRC6,ubc-17,7
BLCAP,Y73E7A.6,11
BLM,him-6,17
BLOC1S1,blos-1,9
BLOC1S1-RDH5,blos-1,9
BLOC1S2,blos-2,9
BLZF1,R12B2.2,9
BMP1,clec-264,9
BMP1,clec-55,9
BMP1,nas-23,18
BMP1,nas-38,12
BMP1,toh-1,12
BMP10,dbl-1,6
BMP15,dbl-1,6
BMP15,tig-3,9
BMP2,dbl-1,6
BMP2K,sel-5,1
BMP4,dbl-1,6
BMP5,dbl-1,6
BMP7,unc-129,9
BMP8A,tig-2,4
BMPER,vit-1,9
BMPER,vit-4,9
BMPER,vit-5,9
BMPR1A,sma-6,9
BMPR1B,sma-6,9
BMS1,Y61A9LA.10,1
BMX,C34F11.5,9
BNC1,bnc-1,9
BNC2,bnc-1,9
BNIP1,sec-20,17
BOLA1,K11H12.1,9
BOLA1,T12D8.10,9
BOLA3,Y105E8A.11,9
BOLL,daz-1,9
BOP1,Y48B6A.1,13
BORCS5,sam-4,1
BORCS6,blos-7,9
BORCS8,blos-9,9
BORCS8-MEF2B,mef-2,4
BPHL,K01A2.5,12
BPI,C05C9.1,9
BPI,F10D11.6,12
BPI,T19C3.5,9
BPI,ZC513.2,18
BPTF,nurf-1,1
BRAF,lin-45,1
BRAP,brap-2,10
BRCA1,brc-1,17
BRD1,lin-49,1
BRD2,bet-1,1
BRD2,F13C5.2,10
BRD3,bet-1,1
BRD4,bet-1,1
BRD7,swsn-9,1
BRD9,swsn-9,1
BRDT,bet-1,1
BRDT,bet-2,1
BRF1,brf-1,19
BRIP1,dog-1,17
BRIX1,K12H4.3,14
BROX,B0507.2,2
BRPF1,lin-49,1
BRPF3,lin-49,1
BRS3,npr-15,8
BRSK1,sad-1,7
BRSK2,sad-1,7
BSCL2,R01B10.6,14
BSDC1,Y97E10AR.6,1
BSX,ceh-51,9
BSX,tab-1,9
BTAF1,btf-1,10
BTBD1,tag-30,10
BTBD10,btbd-10,1
BTBD17,W07A12.4,9
BTBD2,tag-30,10
BTBD7,C39F7.5,17
BTBD9,hpo-9,17
BTBD9,sdz-28,9
BTF3,icd-1,1
BTF3L4,icd-1,1
BUB1,bub-1,17
BUB1B,bub-1,17
BUB3,bub-3,17
BUD13,R08D7.1,14
BUD23,C27F2.4,19
BUD31,C07A9.2,11
BYSL,byn-1,10
C11orf54,C24B5.4,9
MYG1,C27H6.8,19
C12orf4,C55A6.10,17
C12orf65,T23B5.4,9
C15orf40,W01A8.2,9
VPS35L,F26G1.1,17
C16orf70,T01G9.2,1
C16orf72,C48B6.3,12
C18orf63,F21F3.4,9
C19orf47,F53F8.5,11
C19orf54,K07A1.3,9
C1D,Y51H7C.7,9
C1GALT1,bus-4,9
C1GALT1,C02H6.1,9
C1GALT1,C16D9.6,5
C1GALT1,C17A2.3,9
C1GALT1,C38H2.2,4
C1GALT1,E03H4.3,9
C1GALT1,F56H6.1,9
C1GALT1,T09E11.12,9
C1GALT1,Y38C1AB.1,9
C1GALT1,Y38C1AB.5,9
C1GALT1C1,W09D10.5,16
C1GALT1C1L,C38H2.2,4
CZIB,F46B6.12,8
C1orf50,C08B11.9,11
C1orf53,mrpl-14,19
C1QBP,cri-3,1
C1QTNF9,col-102,9
C1QTNF9,col-182,18
C1QTNF9,col-46,18
C1QTNF9B,col-183,18
C1QTNF9B,col-44,18
C1QTNF9B,col-50,9
C1QTNF9B,col-60,9
C2CD5,F52H2.7,2
C3orf33,F32A11.1,14
C4BPA,lev-9,9
C4orf33,C33A12.3,17
ILRUN,C36E6.2,9
C7orf25,F33G12.3,17
C8orf82,F59C6.12,9
C9orf64,C11D2.4,9
C9orf72,alfa-1,13
C9orf78,T23G11.4,17
CA10,cah-1,7
CA10,cah-2,7
CA11,cah-2,7
CA2,cah-3,4
CA2,cah-4,6
CA7,cah-5,9
CA7,cah-6,7
CAB39,mop-25.1,1
CAB39,mop-25.2,10
CAB39L,mop-25.3,9
CABLES1,Y71F9B.6,17
CABLES2,Y71F9B.6,17
CACFD1,emre-1,6
CACFD1,F20D1.1,10
CACNA1A,unc-2,4
CACNA1B,unc-2,4
CACNA1C,egl-19,4
CACNA1D,egl-19,4
CACNA1E,unc-2,4
CACNA1F,egl-19,4
CACNA1G,cca-1,4
CACNA1H,cca-1,4
CACNA1I,cca-1,4
CACNA1S,egl-19,4
CACNA2D1,unc-36,4
CACNA2D2,tag-180,6
CACNA2D3,unc-36,4
CACNA2D4,unc-36,4
CACNB1,ccb-1,4
CACNB2,ccb-1,4
CACNB3,ccb-1,4
CACNB4,ccb-1,4
CACNB4,ccb-2,9
CACNG2,stg-1,5
CACNG3,stg-1,5
CACNG4,stg-1,5
CACNG5,stg-1,5
CACNG8,stg-1,5
CACTIN,cacn-1,1
CAD,pyr-1,1
CADPS,unc-31,4
CADPS2,unc-31,4
CALCR,pdfr-1,4
CALHM1,clhm-1,9
CALHM2,clhm-1,9
CALHM3,clhm-1,9
CALHM4,clhm-1,9
CALHM5,clhm-1,9
CALHM6,clhm-1,9
CALM3,B0563.7,15
CALM3,C50C3.5,7
CALM3,cal-1,15
CALM3,cal-2,7
CALM3,cal-3,8
CALM3,cal-4,7
CALM3,cal-5,3
CALM3,cal-7,9
CALM3,cal-8,9
CALM3,cmd-1,1
CALM3,E02A10.3,7
CALM3,H10E21.4,12
CALM3,K03A1.4,9
CALM3,pat-10,4
CALM3,tnc-2,8
CALM3,Y73C8B.5,9
CALML3,cmd-1,1
CALML4,T09B4.4,9
CALR,crt-1,1
CALR3,crt-1,1
CALU,calu-1,1
CAMK1,cmk-1,7
CAMK1D,cmk-1,7
CAMK1G,cmk-1,7
CAMK2A,unc-43,1
CAMK2B,unc-43,1
CAMK2D,unc-43,1
CAMK2G,unc-43,1
CAMKK1,ckk-1,4
CAMKK2,ckk-1,4
CAMKV,cmk-1,7
CAMSAP1,ptrn-1,1
CAMSAP2,ptrn-1,1
CAMSAP3,ptrn-1,1
CAMTA1,camt-1,1
CAMTA2,camt-1,1
CAND1,cand-1,1
CAND2,cand-1,1
CANT1,apy-1,12
CANT1,ZK563.7,9
CANX,cnx-1,1
CAP1,cas-1,1
CAP2,cas-2,11
CAPG,gsnl-1,9
CAPN13,clp-1,1
CAPN15,F44F1.3,9
CAPN15,F47F6.9,9
CAPN15,H25P06.4,9
CAPN15,T11A5.6,4
CAPN15,W04A4.4,9
CAPN15,W05G11.4,9
CAPN15,Y53H1B.6,9
CAPN3,clp-1,1
CAPN5,tra-3,12
CAPN6,tra-3,12
CAPN7,clp-2,17
CAPN8,clp-4,1
CAPN8,clp-6,9
CAPN8,clp-7,13
CAPN9,clp-1,1
CAPN9,clp-3,9
CAPZA1,cap-1,1
CAPZA2,cap-1,1
CAPZA3,cap-1,1
CAPZB,cap-2,1
CARMIL1,crml-1,1
CARMIL2,crml-1,1
CARMIL3,crml-1,1
CARNMT1,Y48E1C.2,14
CARS1,cars-1,1
CASC3,W08E3.2,1
CASK,lin-2,6
CASKIN1,C46H3.2,16
CASKIN2,C46H3.2,16
CASP14,ced-3,9
CASP2,ced-3,9
CASP3,ced-3,9
CASP3,csp-1,9
CASP3,csp-2,9
CASP7,csp-3,9
CASP9,ced-3,9
CASQ1,csq-1,9
CASQ2,csq-1,9
CAT,ctl-1,9
CAT,ctl-2,20
CAT,ctl-3,9
CAV1,cav-1,9
CAV2,cav-2,9
CAV3,cav-1,9
CBL,sli-1,1
CBLB,sli-1,1
CBLC,sli-1,1
CBR3,C55A6.3,9
CBR4,F12E12.12,9
CBS,cbs-1,20
CBS,cbs-2,9
CBS,cysl-1,10
CBS,cysl-2,18
CBS,cysl-3,9
CBS,cysl-4,9
CBS,F01D4.8,9
CBS,F13B12.4,18
CBS,F59A7.7,9
CBS,T25D3.3,9
CBSL,cbs-1,20
CBX1,hpl-1,9
CBX2,cec-1,10
CBX3,hpl-1,9
CBX5,hpl-1,9
CBX5,hpl-2,14
CC2D1A,Y37H9A.3,1
CC2D1B,Y37H9A.3,1
CC2D2A,mks-6,5
CC2D2B,mks-6,5
CCAR2,ccar-1,1
CCDC102A,F53F10.1,9
CCDC102B,F53F10.1,9
CCDC12,Y69A2AR.21,17
CCDC124,Y73E7A.1,14
CCDC130,ZK1307.9,9
CCDC134,F56A8.9,9
CCDC149,F29G6.2,7
CCDC186,cccp-1,6
CCDC25,F43C1.7,9
CCDC25,Y54G11A.2,17
CCDC47,ccdc-47,1
CCDC51,ZC477.3,17
CCDC6,T09B9.4,17
CCDC85A,picc-1,19
CCDC85B,picc-1,19
CCDC85C,picc-1,19
CCDC86,Y40B1B.7,14
CCDC88A,grdn-1,3
CCDC88B,grdn-1,3
CCDC88C,grdn-1,3
CCDC93,C16A11.2,14
CCDC97,R10D12.13,11
CCKAR,ckr-1,7
CCKAR,ckr-2,7
CCKAR,frpr-12,9
CCKAR,npr-20,7
CCKBR,B0563.6,7
CCNA1,cya-1,12
CCNA1,cya-2,9
CCNA1,F08F1.9,9
CCNA2,cya-1,12
CCNB1,cyb-1,11
CCNB1,cyb-2.1,9
CCNB1,cyb-2.2,9
CCNB2,T12C9.7,9
CCNB3,cyb-3,17
CCNC,cic-1,9
CCND1,cyd-1,17
CCND2,cyd-1,17
CCND3,cyd-1,17
CCNE1,cye-1,11
CCNE2,cye-1,11
CCNH,cyh-1,11
CCNI,R02F2.1,1
CCNK,ccnk-1,9
CCNL1,cyl-1,10
CCNL2,cyl-1,10
CCNT1,cit-1.1,1
CCNT1,cit-1.2,1
CCNY,cyy-1,10
CCNYL1,cyy-1,10
CCNYL2,cyy-1,10
CCNYL3,cyy-1,10
CCT2,cct-2,10
CCT3,cct-3,1
CCT4,cct-4,10
CCT5,cct-5,1
CCT6A,cct-6,1
CCT6B,cct-6,1
CCT7,cct-7,1
CCT8,cct-8,1
CCT8L1P,cct-8,1
CCT8L2,cct-8,1
CCZ1,ccz-1,9
CCZ1B,ccz-1,9
CD109,F13D2.1,3
CD109,tep-1,2
CD151,tsp-13,9
CD151,tsp-15,16
CD207,ZK1193.2,9
CD2BP2,teg-1,17
CD63,tsp-17,9
CD63,tsp-7,7
CD81,tsp-3,8
CD81,tsp-8,11
CD82,tsp-8,11
CD9,tsp-6,7
CD9,tsp-9,16
ADGRE5,lat-2,16
ADGRE2,lat-2,16
CDA,cdd-1,9
CDA,cdd-2,11
CDADC1,ZK643.2,9
CDC14A,cdc-14,1
CDC14B,cdc-14,1
CDC14C,cdc-14,1
CDC16,emb-27,14
CDC20,fzy-1,11
CDC23,mat-3,17
CDC25A,cdc-25.1,11
CDC25A,cdc-25.4,9
CDC25B,cdc-25.1,11
CDC25C,cdc-25.2,17
CDC25C,cdc-25.3,9
CDC27,mat-1,1
CDC34,ubc-3,1
CDC37,cdc-37,1
CDC37L1,cdc-37,1
CDC40,prp-17,17
CDC40,Y54G2A.12,9
CDC42,cdc-42,1
CDC42,crp-1,9
CDC42BPA,mrck-1,1
CDC42BPB,mrck-1,1
CDC42BPG,mrck-1,1
CDC45,evl-18,17
CDC5L,cdc-5L,10
CDC6,cdc-6,11
CDC7,cdc-7,11
CDC73,cdc-73,14
CDCP2,nas-39,9
CDIPT,pisy-1,4
CDK1,cdk-1,11
CDK11B,B0495.2,10
CDK11B,ZC504.3,14
CDK12,cdk-12,13
CDK13,cdk-12,13
CDK14,ZC123.4,4
CDK16,pct-1,1
CDK17,pct-1,1
CDK18,pct-1,1
CDK19,cdk-8,12
CDK2AP1,Y43F4B.10,9
CDK2AP2,Y43F4B.10,9
CDK3,cdk-2,9
CDK4,cdk-4,9
CDK5,cdk-5,11
CDK5R1,cdka-1,7
CDK5R2,cdka-1,7
CDK5RAP1,F25B5.5,19
CDK5RAP3,cdkr-3,19
CDK6,cdk-4,9
CDK7,cdk-7,14
CDK7,dyf-18,5
CDK8,cdk-8,12
CDK9,cdk-9,14
CDKAL1,Y92H12BL.1,14
CDKL1,cdkl-1,5
CDKL3,flr-4,20
CDKL4,cdkl-1,5
CDKN1C,cki-2,8
CDNF,Y54G2A.23,1
CDO1,cdo-1,18
CDS1,cdgs-1,10
CDS2,cdgs-1,10
CDT1,cdt-1,17
CDX1,pal-1,9
CDX2,pal-1,9
CDX4,pal-1,9
CEBPG,cebp-2,11
CEBPZ,F23B12.7,1
CELA1,try-10,20
CELF1,etr-1,19
CELF5,unc-75,7
CELF6,unc-75,7
CELSR1,fmi-1,4
CELSR1,mth-2,5
CELSR2,cdh-9,8
CELSR2,fmi-1,4
CELSR3,fmi-1,4
CENPB,Y53G8AM.8,1
CENPV,F25B4.8,9
CENPVL1,F25B4.8,9
CENPVL3,F25B4.8,9
CEP104,C40H1.3,5
CEP104,T06D8.2,5
CEP250,che-10,1
CEP290,ccep-290,12
CEP41,F42G8.19,5
CEP97,R02F11.4,14
CEPT1,cept-1,9
CEPT1,cept-2,9
CERCAM,D2045.9,14
CERK,T10B11.2,1
CERKL,T10B11.2,1
CERS1,lagr-1,8
CERS2,hyl-1,8
CERS2,hyl-2,14
CERS3,hyl-1,8
CERS4,hyl-1,8
CERS5,hyl-1,8
CES1,C17H12.4,20
CES1,C42D4.2,9
CES1,Y71H2AM.13,20
CES2,C23H4.2,20
CES2,C23H4.3,20
CES2,K07C11.4,20
CES2,T02B5.1,20
CES2,T22D1.11,9
CES2,ZC376.2,20
CES2,ZC376.3,20
CES3,C01B10.10,20
CES3,W02B12.4,20
CES4A,B0238.7,9
CES4A,C23H4.7,20
CES4A,ges-1,20
CES4A,T28C12.4,12
CES5A,B0238.1,9
CES5A,C52A10.1,9
CES5A,C52A10.2,20
CES5A,F13H6.3,12
CES5A,F55F3.2,20
CETN2,R08D7.5,7
CFAP20,C54C6.6,11
CFAP36,Y108G3AL.3,8
CFAP410,F09G8.5,7
CFDP1,F39H11.1,16
CFH,F36H2.3,9
CFL1,unc-60,1
CFL2,unc-60,1
CH25H,F35C8.5,20
CHAC1,F22F7.7,4
CHAF1A,chaf-1,11
CHAF1B,chaf-2,11
CHAT,cha-1,7
CHCHD10,har-1,1
CHCHD2,har-1,1
CHCHD2P9,har-1,1
CHCHD4,F11C1.1,9
CHCHD4,ZK616.3,9
CHD1,chd-1,1
CHD2,chd-1,1
CHD4,chd-3,1
CHD5,chd-3,1
CHD5,let-418,1
CHD6,chd-7,1
CHD7,chd-7,1
CHD8,chd-7,1
CHDH,C34C6.4,19
CHEK1,chk-1,11
CHEK1,kin-33,9
CHEK1,kin-34,9
CHEK1,R02C2.1,9
CHEK1,R02C2.6,9
CHEK1,Y43D4A.6,9
CHEK2,chk-2,9
CHEK2,T08D2.7,9
CHERP,tag-65,19
CHI3L1,chil-11,9
CHI3L1,chil-12,9
CHI3L1,chil-13,18
CHI3L1,chil-17,9
CHI3L1,chil-2,9
CHI3L1,chil-20,9
CHI3L1,chil-21,9
CHI3L1,chil-24,5
CHI3L1,chil-3,9
CHI3L1,T19H5.6,9
CHI3L2,chil-15,9
CHI3L2,chil-22,20
CHI3L2,chil-4,9
CHI3L2,chil-8,9
CHI3L2,cht-3,9
CHIA,chil-1,9
CHIA,chil-18,9
CHIA,chil-6,9
CHIA,chil-9,9
CHIC1,tag-266,9
CHIC2,tag-266,9
CHID1,chil-10,17
CHID1,chil-14,9
CHIT1,chil-16,9
CHIT1,chil-19,9
CHIT1,chil-23,9
CHIT1,chil-25,9
CHIT1,chil-5,9
CHIT1,chil-7,9
CHIT1,cht-1,8
CHIT1,cht-2,8
CHIT1,cht-4,20
CHIT1,lmd-4,9
CHIT1,lmd-5,8
CHKA,cka-2,7
CHKB,cka-1,8
CHKB,cka-2,7
CHKB,ckb-1,9
CHKB,ckb-2,9
CHKB,ckb-3,9
CHKB,ckb-4,17
CHL1,lad-2,7
CHM,rep-1,13
CHML,rep-1,13
CHMP1B,did-2,1
CHMP2A,vps-2,1
CHMP2B,C01A2.4,17
CHMP3,vps-24,11
CHMP4B,R12C12.5,2
CHMP4B,vps-32.1,1
CHMP5,vps-60,1
CHMP6,vps-20,14
CHMP7,T24B8.2,11
CHN1,chin-1,17
CHN2,chin-1,17
CHODL,clec-167,9
CHORDC1,chp-1,10
CHP1,chpf-1,8
CHP1,chpf-2,9
CHP1,pbo-1,7
CHPF,mig-22,1
CHPF2,mig-22,1
CHRM1,gar-3,7
CHRM2,gar-3,7
CHRM3,gar-2,7
CHRM3,gar-3,7
CHRM4,gar-3,7
CHRM5,gar-1,15
CHRM5,gar-3,7
CHRNA10,lgc-10,9
CHRNA10,lgc-19,9
CHRNA10,lgc-27,8
CHRNA10,lgc-30,7
CHRNA10,lgc-31,7
CHRNA10,lgc-9,9
CHRNA2,unc-63,7
CHRNA3,acr-2,9
CHRNA3,acr-5,9
CHRNA3,acr-6,9
CHRNA3,lev-8,9
CHRNA3,unc-29,9
CHRNA3,unc-63,7
CHRNA4,cup-4,9
CHRNA4,lgc-25,9
CHRNA5,lgc-1,9
CHRNA5,lgc-24,9
CHRNA5,lgc-28,9
CHRNA6,acr-12,7
CHRNA6,acr-23,7
CHRNA6,acr-3,9
CHRNA6,acr-8,9
CHRNA6,lev-1,9
CHRNA6,lgc-12,9
CHRNA6,lgc-16,9
CHRNA6,lgc-5,9
CHRNA6,lgc-6,9
CHRNA6,lgc-8,9
CHRNA6,pbo-5,9
CHRNA7,acr-10,9
CHRNA7,acr-11,9
CHRNA7,acr-14,9
CHRNA7,acr-15,9
CHRNA7,acr-16,9
CHRNA7,acr-19,9
CHRNA7,acr-20,9
CHRNA7,acr-24,9
CHRNA7,acr-25,8
CHRNA7,acr-7,9
CHRNA7,acr-9,9
CHRNA7,deg-3,7
CHRNA7,des-2,7
CHRNA7,eat-2,9
CHRNA7,lgc-23,9
CHRNA7,lgc-26,9
CHRNA7,lgc-4,9
CHRNA9,acr-17,9
CHRNA9,acr-21,9
CHRNA9,lgc-11,8
CHRNA9,lgc-18,9
CHRNB2,pbo-6,9
CHRND,lgc-22,18
CHRND,unc-38,7
CHRNE,unc-38,7
CHSY1,sqv-5,1
CHSY3,sqv-5,1
CHTF18,K08F4.1,10
CHURC1-FNTB,fntb-1,11
CIAO1,Y18D10A.9,17
CIAO2B,F45G2.10,9
CIAO3,oxy-4,14
CIAPIN1,T20B12.7,1
CIB2,calm-1,7
CIB3,calm-1,7
CIC,gei-3,4
CIC,nhr-27,16
CIP2A,B0432.7,19
CIR1,cir-1,1
CISD1,cisd-1,17
CISD2,cisd-1,17
CISD3,cisd-3.1,20
CISD3,cisd-3.2,1
CIT,F59A6.5,17
CIT,W02B8.2,17
CKAP5,F54A3.2,14
CKAP5,T08D2.8,9
CKAP5,zyg-9,1
CKB,F32B5.1,9
CKB,F44G3.2,20
CKB,W10C8.5,20
CKB,ZC434.8,9
CKM,F46H5.3,1
CKS1B,cks-1,17
CKS2,Y71G12B.27,9
CLASP1,cls-3,10
CLASP2,cls-1,16
CLASP2,cls-2,1
CLASRP,F28C1.1,10
CLCN1,clh-1,3
CLCN1,clh-3,20
CLCN2,clh-2,7
CLCN2,clh-3,20
CLCN2,clh-4,12
CLCN3,clh-5,13
CLCN7,clh-6,13
CLEC10A,clec-266,9
CLEC16A,gop-1,14
CLEC1B,clec-186,20
CLEC3B,clec-150,20
CLEC4C,clec-180,18
CLGN,cnx-1,1
CLIC1,exc-4,16
CLIC2,exl-1,7
CLIC4,exc-4,16
CLINT1,rsd-3,3
CLIP1,clip-1,1
CLIP2,tbcb-1,2
CLK1,C16A11.10,9
CLK1,madd-3,10
CLK1,Y73B3A.16,9
CLK2,madd-3,10
CLK3,madd-3,10
CLK4,madd-3,10
CLK4,Y111B2A.1,9
CLN3,cln-3.1,9
CLN3,cln-3.2,17
CLN3,cln-3.3,20
CLNS1A,icln-1,14
CLP1,clpf-1,9
CLPP,clpp-1,9
CLPTM1,C36B7.6,13
CLPTM1,R166.2,10
CLPTM1L,T13H5.8,17
CLPX,D2030.2,1
CLPX,K07A3.3,9
CLSPN,F25H5.5,13
CLSTN1,casy-1,2
CLSTN2,casy-1,2
CLSTN3,casy-1,2
CLTA,clic-1,1
CLTC,chc-1,1
CLTCL1,chc-1,1
CLUAP1,dyf-3,5
CLUH,clu-1,1
CLYBL,C01G10.7,9
CMC1,F01F1.2,17
CMC2,C35D10.17,9
CMPK1,C29F7.3,18
CMPK1,F40F8.1,2
CMTM4,F28H1.4,8
CMTR1,Y53F4B.13,10
CMTR2,Y40D12A.1,9
CMYA5,madd-2,2
CNBP,K08D12.3,1
CNDP2,pes-9,13
CNDP2,Y71H2AM.11,1
CNEP1R1,nepr-1,11
CNGA1,tax-4,5
CNGA2,che-6,8
CNGA2,cng-2,5
CNGA2,cng-3,5
CNGA2,tax-4,5
CNGA3,cng-1,7
CNGA3,tax-4,5
CNGA4,tax-4,5
CNGB1,tax-2,5
CNGB3,tax-2,5
CNIH1,cni-1,11
CNIH2,cni-1,11
CNIH3,cni-1,11
CNKSR1,cnk-1,1
CNKSR2,cnk-1,1
CNKSR3,cnk-1,1
CNN1,clik-1,1
CNN1,cpn-4,8
CNN1,K03E5.2,15
CNN1,unc-87,4
CNN2,cpn-1,9
CNN3,cpn-2,18
CNNM1,cnnm-1,3
CNNM2,cnnm-1,3
CNNM2,cnnm-2,20
CNNM2,cnnm-4,9
CNNM2,cnnm-5,9
CNNM3,cnnm-1,3
CNNM4,cnnm-1,3
CNNM4,cnnm-3,4
CNOT1,let-711,1
CNOT11,ntl-11,10
CNOT2,ntl-2,1
CNOT2,tag-153,17
CNOT3,ntl-3,1
CNOT4,ntl-4,1
CNOT6,ccr-4,1
CNOT6L,ccr-4,1
CNOT7,ccf-1,1
CNOT8,ccf-1,1
CNOT9,ntl-9,17
CNP,F26A1.14,11
CNPPD1,F09G2.2,1
CNPY2,F01F1.15,8
CNPY3,C11H1.7,9
CNPY4,C11H1.7,9
CNRIP1,F29A7.4,9
CNTD1,cosa-1,9
CNTN2,zig-4,5
CNTN3,rig-6,2
CNTN5,zig-1,7
CNTNAP1,nlr-1,4
CNTNAP2,nlr-1,4
CNTNAP3,nlr-1,4
CNTNAP3B,nlr-1,4
CNTNAP4,itx-1,9
CNTNAP4,nlr-1,4
CNTNAP5,nlr-1,4
COA1,Y38C1AA.14,9
COA5,Y18D10A.16,9
COA7,ZK20.4,14
COASY,Y65B4A.8,17
COG2,cogc-2,1
COG3,cogc-3,13
COG4,cogc-4,13
COG5,cogc-5,19
COG6,cogc-6,1
COG8,cogc-8,17
COL12A1,C29A12.6,9
COL12A1,dpy-1,9
COL12A1,F31F7.2,5
COL15A1,cle-1,4
COL1A2,col-20,9
COL21A1,bli-2,9
COL21A1,col-103,1
COL21A1,col-110,9
COL21A1,col-119,9
COL21A1,col-122,18
COL21A1,col-123,9
COL21A1,col-124,9
COL21A1,col-137,9
COL21A1,col-138,9
COL21A1,col-139,18
COL21A1,col-140,9
COL21A1,col-148,9
COL21A1,col-151,9
COL21A1,col-153,18
COL21A1,col-154,12
COL21A1,col-155,12
COL21A1,col-163,9
COL21A1,col-165,9
COL21A1,col-172,9
COL21A1,col-178,9
COL21A1,col-186,9
COL21A1,col-2,18
COL21A1,col-33,9
COL21A1,col-34,12
COL21A1,col-37,9
COL21A1,col-38,18
COL21A1,col-42,16
COL21A1,col-43,18
COL21A1,col-48,18
COL21A1,col-53,9
COL21A1,col-54,18
COL21A1,col-68,18
COL21A1,col-7,9
COL21A1,col-73,12
COL21A1,col-75,9
COL21A1,col-78,9
COL21A1,col-79,9
COL21A1,col-8,9
COL21A1,col-81,18
COL21A1,col-84,9
COL21A1,col-85,18
COL21A1,col-88,9
COL21A1,col-89,9
COL21A1,col-91,18
COL21A1,col-98,16
COL21A1,dpy-3,18
COL21A1,dpy-4,1
COL21A1,sqt-3,12
COL24A1,bli-1,9
COL24A1,col-115,18
COL24A1,col-120,9
COL24A1,col-158,9
COL24A1,col-74,9
COL24A1,col-99,9
COL24A1,dpy-14,9
COL24A1,dpy-17,9
COL24A1,dpy-7,18
COL24A1,rol-6,12
COL27A1,col-173,18
COL27A1,F35E2.5,9
COL4A1,col-152,9
COL4A2,col-72,9
COL4A2,emb-9,1
CERT1,F25H2.6,10
COL4A6,col-135,9
COL4A6,emb-9,1
COL4A6,let-2,10
