Publication|Gene_name|Gene_ID|Pub_number
Laurençon et al.|FAM92A1|FAM92A1|7
Laurençon et al.|DDX42|DDX42|7
Laurençon et al.|PEX7|PEX7|7
Laurençon et al.|RHCG|RHCG|7
Laurençon et al.|AFG3L2|AFG3L2|7
Laurençon et al.|C1orf43|C1orf43|7
Laurençon et al.|MEP1B|MEP1B|7
Laurençon et al.|SLC25A10|SLC25A10|7
Laurençon et al.|TPGS2|TPGS2|7
Laurençon et al.|ECHDC3|ECHDC3|7
Laurençon et al.|ARRDC1|ARRDC1|7
Laurençon et al.|RABGAP1|RABGAP1|7
Laurençon et al.|TBC1D9|TBC1D9|7
Laurençon et al.|VPS52|VPS52|7
Laurençon et al.|DNAJA3|DNAJA3|7
Laurençon et al.|WARS2|WARS2|7
Laurençon et al.|CFAP97|CFAP97|7
Laurençon et al.|HSD3B2|HSD3B2|7
Laurençon et al.|CEBPZ|CEBPZ|7
Laurençon et al.|CEP78|CEP78|7
Laurençon et al.|FANCM|FANCM|7
Laurençon et al.|HDGF|HDGF|7
Laurençon et al.|SLC16A12|SLC16A12|7
Laurençon et al.|ALPL|ALPL|7
Laurençon et al.|PRSS22|PRSS22|7
Laurençon et al.|JAG1|JAG1|7
Laurençon et al.|CDA|CDA|7
Laurençon et al.|C19orf71|C19orf71|7
Laurençon et al.|TMEM222|TMEM222|7
Laurençon et al.|ZNF778|ZNF778|7
Laurençon et al.|EXT2|EXT2|7
Laurençon et al.|CLUH|CLUH|7
Laurençon et al.|CRISP3|CRISP3|7
Laurençon et al.|CPB1|CPB1|7
Laurençon et al.|SLC22A3|SLC22A3|7
Laurençon et al.|IFT57|IFT57|7
Laurençon et al.|DNAJA4|DNAJA4|7
Laurençon et al.|ZMPSTE24|ZMPSTE24|7
Laurençon et al.|ARHGEF19|ARHGEF19|7
Laurençon et al.|APOBR|APOBR|7
Laurençon et al.|C11orf54|C11orf54|7
Laurençon et al.|ANKRD44|ANKRD44|7
Laurençon et al.|SDR16C5|SDR16C5|7
Laurençon et al.|CES2|CES2|7
Laurençon et al.|TRAPPC4|TRAPPC4|7
Laurençon et al.|GSTZ1|GSTZ1|7
Laurençon et al.|KCTD3|KCTD3|7
Laurençon et al.|DNAH5|DNAH5|7
Laurençon et al.|AKAP12|AKAP12|7
Laurençon et al.|ECH1|ECH1|7
Laurençon et al.|FAM114A2|FAM114A2|7
Laurençon et al.|TMPRSS11D|TMPRSS11D|7
Laurençon et al.|EIF3A|EIF3A|7
Laurençon et al.|GZF1|GZF1|7
Laurençon et al.|RGS12|RGS12|7
Laurençon et al.|INPP5B|INPP5B|7
Laurençon et al.|CRY1|CRY1|7
Laurençon et al.|COPS5|COPS5|7
Laurençon et al.|PRMT5|PRMT5|7
Laurençon et al.|CYP3A43|CYP3A43|7
Laurençon et al.|CYP3A7|CYP3A7|7
Laurençon et al.|TIGD5|TIGD5|7
Laurençon et al.|DNAH12|DNAH12|7
Laurençon et al.|DNAH17|DNAH17|7
Laurençon et al.|DNAH10|DNAH10|7
Laurençon et al.|DHFR|DHFR|7
Laurençon et al.|DHODH|DHODH|7
Laurençon et al.|DIP2C|DIP2C|7
Laurençon et al.|LRIG1|LRIG1|7
Laurençon et al.|CASP7|CASP7|7
Laurençon et al.|SATB2|SATB2|7
Laurençon et al.|DMD|DMD|7
Laurençon et al.|EIF2S1|EIF2S1|7
Laurençon et al.|MSRA|MSRA|7
Laurençon et al.|EMX2|EMX2|7
Laurençon et al.|SPON1|SPON1|7
Laurençon et al.|FXN|FXN|7
Laurençon et al.|FOXA2|FOXA2|7
Laurençon et al.|OXSR1|OXSR1|7
Laurençon et al.|GNB4|GNB4|7
Laurençon et al.|UBXN6|UBXN6|7
Laurençon et al.|NSF|NSF|7
Laurençon et al.|GOLGA5|GOLGA5|7
Laurençon et al.|PRAMEF19|PRAMEF19|7
Laurençon et al.|FGF22|FGF22|7
Laurençon et al.|HK2|HK2|7
Laurençon et al.|HES1|HES1|7
Laurençon et al.|HSPA8|HSPA8|7
Laurençon et al.|HSPB1|HSPB1|7
Laurençon et al.|PRSS2|PRSS2|7
Laurençon et al.|MED29|MED29|7
Laurençon et al.|EPHX1|EPHX1|7
Laurençon et al.|MZF1|MZF1|7
Laurençon et al.|KIF3B|KIF3B|7
Laurençon et al.|CDC7|CDC7|7
Laurençon et al.|LBX1|LBX1|7
Laurençon et al.|LBR|LBR|7
Laurençon et al.|AFF2|AFF2|7
Laurençon et al.|LMNA|LMNA|7
Laurençon et al.|PPP1R12B|PPP1R12B|7
Laurençon et al.|MCM10|MCM10|7
Laurençon et al.|CD109|CD109|7
Laurençon et al.|MED26|MED26|7
Laurençon et al.|ABCA4|ABCA4|7
Laurençon et al.|IRX6|IRX6|7
Laurençon et al.|MRPL51|MRPL51|7
Laurençon et al.|TTC28|TTC28|7
Laurençon et al.|MDC1|MDC1|7
Laurençon et al.|CHRNA3|CHRNA3|7
Laurençon et al.|LPCAT3|LPCAT3|7
Laurençon et al.|NINJ1|NINJ1|7
Laurençon et al.|GRINA|GRINA|7
Laurençon et al.|NME7|NME7|7
Laurençon et al.|HTT|HTT|7
Laurençon et al.|HAUS6|HAUS6|7
Laurençon et al.|OSBP2|OSBP2|7
Laurençon et al.|LCN1|LCN1|7
Laurençon et al.|ZNF768|ZNF768|7
Laurençon et al.|IFT172|IFT172|7
Laurençon et al.|ARPC5|ARPC5|7
Laurençon et al.|PARD6B|PARD6B|7
Laurençon et al.|PDE11A|PDE11A|7
Laurençon et al.|PGM1|PGM1|7
Laurençon et al.|PINK1|PINK1|7
Laurençon et al.|TH|TH|7
Laurençon et al.|PGM2L1|PGM2L1|7
Laurençon et al.|PRUNE1|PRUNE1|7
Laurençon et al.|ETS1|ETS1|7
Laurençon et al.|PPP2R5D|PPP2R5D|7
Laurençon et al.|CAD|CAD|7
Laurençon et al.|RAB27A|RAB27A|7
Laurençon et al.|RAB8A|RAB8A|7
Laurençon et al.|MCM8|MCM8|7
Laurençon et al.|HDHD3|HDHD3|7
Laurençon et al.|STARD13|STARD13|7
Laurençon et al.|RPAIN|RPAIN|7
Laurençon et al.|LGR5|LGR5|7
Laurençon et al.|ZNRD1|ZNRD1|7
Laurençon et al.|POLR3B|POLR3B|7
Laurençon et al.|RPL27|RPL27|7
Laurençon et al.|PSMD14|PSMD14|7
Laurençon et al.|MFSD10|MFSD10|7
Laurençon et al.|SYAP1|SYAP1|7
Laurençon et al.|MED13|MED13|7
Laurençon et al.|MPP7|MPP7|7
Laurençon et al.|SAMD8|SAMD8|7
Laurençon et al.|SOX2|SOX2|7
Laurençon et al.|SUPT3H|SUPT3H|7
Laurençon et al.|RCE1|RCE1|7
Laurençon et al.|FYN|FYN|7
Laurençon et al.|ABCG4|ABCG4|7
Laurençon et al.|CELSR3|CELSR3|7
Laurençon et al.|SUFU|SUFU|7
Laurençon et al.|SUV39H2|SUV39H2|7
Laurençon et al.|SULF2|SULF2|7
Laurençon et al.|EFCAB1|EFCAB1|7
Laurençon et al.|TAF13|TAF13|7
Laurençon et al.|MAP3K7|MAP3K7|7
Laurençon et al.|SSR4|SSR4|7
Laurençon et al.|TCTN3|TCTN3|7
Laurençon et al.|TEKT1|TEKT1|7
Laurençon et al.|GTF2H4|GTF2H4|7
Laurençon et al.|KAT5|KAT5|7
Laurençon et al.|TPM3|TPM3|7
Laurençon et al.|CRTC1|CRTC1|7
Laurençon et al.|TSC1|TSC1|7
Laurençon et al.|TTYH2|TTYH2|7
Laurençon et al.|UGT2B15|UGT2B15|7
Laurençon et al.|SLC17A7|SLC17A7|7
Laurençon et al.|NFIL3|NFIL3|7
Laurençon et al.|WDR5|WDR5|7
Laurençon et al.|FGFR4|FGFR4|7
Laurençon et al.|EPB41L5|EPB41L5|7
Laurençon et al.|HPN|HPN|7
Laurençon et al.|LPP|LPP|7
Alexander E. Ivliev et al|TEX26|TEX26|8
Alexander E. Ivliev et al|LRRC74B|LRRC74B|8
Alexander E. Ivliev et al|IFT43|IFT43|8
Alexander E. Ivliev et al|COLCA1|COLCA1|8
Alexander E. Ivliev et al|ZMYND10|ZMYND10|8
Alexander E. Ivliev et al|FMO3|FMO3|8
Alexander E. Ivliev et al|MAP3K19|MAP3K19|8
Alexander E. Ivliev et al|SLC17A8|SLC17A8|8
Alexander E. Ivliev et al|SLC16A5|SLC16A5|8
Alexander E. Ivliev et al|MAK|MAK|8
Alexander E. Ivliev et al|IL13RA2|IL13RA2|8
Alexander E. Ivliev et al|ARMC4|ARMC4|8
Alexander E. Ivliev et al|EFHB|EFHB|8
Alexander E. Ivliev et al|FAM216B|FAM216B|8
Alexander E. Ivliev et al|C19orf44|C19orf44|8
Alexander E. Ivliev et al|EYA4|EYA4|8
Alexander E. Ivliev et al|CFAP300|CFAP300|8
Alexander E. Ivliev et al|MDH1B|MDH1B|8
Alexander E. Ivliev et al|HSPB8|HSPB8|8
Alexander E. Ivliev et al|MSI1|MSI1|8
Alexander E. Ivliev et al|FAM181A|FAM181A|8
Alexander E. Ivliev et al|C11orf88|C11orf88|8
Alexander E. Ivliev et al|ANKMY1|ANKMY1|8
Alexander E. Ivliev et al|FILIP1|FILIP1|8
Alexander E. Ivliev et al|CLIC6|CLIC6|8
Alexander E. Ivliev et al|CCDC8|CCDC8|8
Alexander E. Ivliev et al|DRC1|DRC1|8
Alexander E. Ivliev et al|TEKT4|TEKT4|8
Alexander E. Ivliev et al|AK1|AK1|8
Alexander E. Ivliev et al|CCDC191|CCDC191|8
Alexander E. Ivliev et al|CCDC81|CCDC81|8
Alexander E. Ivliev et al|ANTXR2|ANTXR2|8
Alexander E. Ivliev et al|CFAP43|CFAP43|8
Alexander E. Ivliev et al|FNDC7|FNDC7|8
Alexander E. Ivliev et al|CD36|CD36|8
Alexander E. Ivliev et al|CASC2|CASC2|8
Alexander E. Ivliev et al|LPAR3|LPAR3|8
Alexander E. Ivliev et al|ZNF20|ZNF20|8
Alexander E. Ivliev et al|EFHC2|EFHC2|8
Alexander E. Ivliev et al|CCDC151|CCDC151|8
Alexander E. Ivliev et al|EPHX2|EPHX2|8
Alexander E. Ivliev et al|IFT46|IFT46|8
Alexander E. Ivliev et al|TEX9|TEX9|8
Alexander E. Ivliev et al|STK33|STK33|8
Alexander E. Ivliev et al|CLBA1|CLBA1|8
Alexander E. Ivliev et al|CCDC60|CCDC60|8
Alexander E. Ivliev et al|CCDC65|CCDC65|8
Alexander E. Ivliev et al|MSI2|MSI2|8
Alexander E. Ivliev et al|MLC1|MLC1|8
Alexander E. Ivliev et al|TMEM231|TMEM231|8
Alexander E. Ivliev et al|SAXO1|SAXO1|8
Alexander E. Ivliev et al|NWD1|NWD1|8
Alexander E. Ivliev et al|ZC2HC1C|ZC2HC1C|8
Alexander E. Ivliev et al|FAM81B|FAM81B|8
Alexander E. Ivliev et al|SLC47A2|SLC47A2|8
Alexander E. Ivliev et al|CFAP46|CFAP46|8
Alexander E. Ivliev et al|CCDC74B|CCDC74B|8
Alexander E. Ivliev et al|MLLT1|MLLT1|8
Alexander E. Ivliev et al|LRRC23|LRRC23|8
Alexander E. Ivliev et al|CFAP161|CFAP161|8
Alexander E. Ivliev et al|LRRC43|LRRC43|8
Alexander E. Ivliev et al|ROPN1L|ROPN1L|8
Alexander E. Ivliev et al|CFAP52|CFAP52|8
Alexander E. Ivliev et al|CCDC170|CCDC170|8
Alexander E. Ivliev et al|DYDC1|DYDC1|8
Alexander E. Ivliev et al|CETN2|CETN2|8
Alexander E. Ivliev et al|CDCA7|CDCA7|8
Alexander E. Ivliev et al|WDR60|WDR60|8
Alexander E. Ivliev et al|FBXW9|FBXW9|8
Alexander E. Ivliev et al|C1orf87|C1orf87|8
Alexander E. Ivliev et al|GMPR|GMPR|8
Alexander E. Ivliev et al|GSTM2|GSTM2|8
Alexander E. Ivliev et al|GLB1L|GLB1L|8
Alexander E. Ivliev et al|ACAP1|ACAP1|8
Alexander E. Ivliev et al|LAMA1|LAMA1|8
Alexander E. Ivliev et al|LPAR4|LPAR4|8
Alexander E. Ivliev et al|GRAMD2A|GRAMD2A|8
Alexander E. Ivliev et al|LYPD1|LYPD1|8
Alexander E. Ivliev et al|GRAMD4|GRAMD4|8
Alexander E. Ivliev et al|C22orf23|C22orf23|8
Alexander E. Ivliev et al|C9orf24|C9orf24|8
Alexander E. Ivliev et al|RASSF9|RASSF9|8
Alexander E. Ivliev et al|EYA1|EYA1|8
Alexander E. Ivliev et al|EFCAB12|EFCAB12|8
Alexander E. Ivliev et al|AEBP1|AEBP1|8
Alexander E. Ivliev et al|EZR|EZR|8
Alexander E. Ivliev et al|MORN3|MORN3|8
Alexander E. Ivliev et al|CCDC146|CCDC146|8
Alexander E. Ivliev et al|CFAP70|CFAP70|8
Alexander E. Ivliev et al|AGT|AGT|8
Alexander E. Ivliev et al|SAXO2|SAXO2|8
Alexander E. Ivliev et al|SCGB2A1|SCGB2A1|8
Alexander E. Ivliev et al|IRX3|IRX3|8
Alexander E. Ivliev et al|CATIP|CATIP|8
Alexander E. Ivliev et al|AGBL2|AGBL2|8
Alexander E. Ivliev et al|EFEMP1|EFEMP1|8
Alexander E. Ivliev et al|PAMR1|PAMR1|8
Alexander E. Ivliev et al|MAATS1|MAATS1|8
Alexander E. Ivliev et al|LRRC18|LRRC18|8
Alexander E. Ivliev et al|FNDC11|FNDC11|8
Alexander E. Ivliev et al|BBOF1|BBOF1|8
Alexander E. Ivliev et al|NUP62CL|NUP62CL|8
Alexander E. Ivliev et al|CHST9|CHST9|8
Alexander E. Ivliev et al|CACNG6|CACNG6|8
Alexander E. Ivliev et al|SPAG17|SPAG17|8
Alexander E. Ivliev et al|FANK1|FANK1|8
Alexander E. Ivliev et al|DNAH12|DNAH12|8
Alexander E. Ivliev et al|DYDC2|DYDC2|8
Alexander E. Ivliev et al|TGM3|TGM3|8
Alexander E. Ivliev et al|SLC26A3|SLC26A3|8
Alexander E. Ivliev et al|GDPD2|GDPD2|8
Alexander E. Ivliev et al|TMEM234|TMEM234|8
Alexander E. Ivliev et al|ENPEP|ENPEP|8
Alexander E. Ivliev et al|KIF24|KIF24|8
Alexander E. Ivliev et al|GYG2|GYG2|8
Alexander E. Ivliev et al|CABCOCO1|CABCOCO1|8
Alexander E. Ivliev et al|TMEM270|TMEM270|8
Alexander E. Ivliev et al|SNTB1|SNTB1|8
Alexander E. Ivliev et al|CCDC113|CCDC113|8
Alexander E. Ivliev et al|LRP2BP|LRP2BP|8
Alexander E. Ivliev et al|C10orf67|C10orf67|8
Alexander E. Ivliev et al|GAS2L2|GAS2L2|8
Alexander E. Ivliev et al|TEKT3|TEKT3|8
Alexander E. Ivliev et al|TEKT1|TEKT1|8
Alexander E. Ivliev et al|TSPAN6|TSPAN6|8
Alexander E. Ivliev et al|C9orf116|C9orf116|8
Alexander E. Ivliev et al|GNG4|GNG4|8
Alexander E. Ivliev et al|CFAP100|CFAP100|8
Alexander E. Ivliev et al|MAOB|MAOB|8
Alexander E. Ivliev et al|CCDC157|CCDC157|8
Alexander E. Ivliev et al|TTC21A|TTC21A|8
Alexander E. Ivliev et al|IQUB|IQUB|8
Alexander E. Ivliev et al|IQCA1|IQCA1|8
Alexander E. Ivliev et al|SLC16A11|SLC16A11|8
Alexander E. Ivliev et al|TRPC6|TRPC6|8
Alexander E. Ivliev et al|NPHP1|NPHP1|8
Alexander E. Ivliev et al|COLEC12|COLEC12|8
Alexander E. Ivliev et al|SLC39A12|SLC39A12|8
Alexander E. Ivliev et al|KIF27|KIF27|8
Alexander E. Ivliev et al|CFAP61|CFAP61|8
Alexander E. Ivliev et al|LCA5L|LCA5L|8
Alexander E. Ivliev et al|FBN2|FBN2|8
Alexander E. Ivliev et al|TUBA3FP|TUBA3FP|8
Alexander E. Ivliev et al|TTLL9|TTLL9|8
Alexander E. Ivliev et al|LRRC34|LRRC34|8
Alexander E. Ivliev et al|CFAP206|CFAP206|8
Alexander E. Ivliev et al|DNPH1|DNPH1|8
Alexander E. Ivliev et al|SPAG8|SPAG8|8
Alexander E. Ivliev et al|CFAP69|CFAP69|8
Alexander E. Ivliev et al|LRTOMT|LRTOMT|8
Alexander E. Ivliev et al|LRRC71|LRRC71|8
Alexander E. Ivliev et al|PIFO|PIFO|8
Alexander E. Ivliev et al|MROH7|MROH7|8
Alexander E. Ivliev et al|C2orf73|C2orf73|8
Alexander E. Ivliev et al|TMEM254|TMEM254|8
Alexander E. Ivliev et al|ST6GALNAC2|ST6GALNAC2|8
Alexander E. Ivliev et al|STOML3|STOML3|8
Alexander E. Ivliev et al|CCDC114|CCDC114|8
Alexander E. Ivliev et al|CFAP53|CFAP53|8
Alexander E. Ivliev et al|EFCAB6|EFCAB6|8
Alexander E. Ivliev et al|CGA|CGA|8
Alexander E. Ivliev et al|EFHC1|EFHC1|8
Alexander E. Ivliev et al|EFCAB1|EFCAB1|8
Alexander E. Ivliev et al|ZBBX|ZBBX|8
Alexander E. Ivliev et al|ROR2|ROR2|8
Alexander E. Ivliev et al|ECM2|ECM2|8
Alexander E. Ivliev et al|RGS9|RGS9|8
Alexander E. Ivliev et al|RGS22|RGS22|8
Alexander E. Ivliev et al|AGR3|AGR3|8
Alexander E. Ivliev et al|RIBC2|RIBC2|8
Alexander E. Ivliev et al|RSPH14|RSPH14|8
Alexander E. Ivliev et al|ALS2CR12|ALS2CR12|8
Alexander E. Ivliev et al|MYOZ3|MYOZ3|8
Alexander E. Ivliev et al|DNAAF3|DNAAF3|8
Alexander E. Ivliev et al|SCN9A|SCN9A|8
Alexander E. Ivliev et al|SMO|SMO|8
Alexander E. Ivliev et al|AGBL1|AGBL1|8
Alexander E. Ivliev et al|CLHC1|CLHC1|8
Alexander E. Ivliev et al|TMEM138|TMEM138|8
Alexander E. Ivliev et al|FRMPD2|FRMPD2|8
Alexander E. Ivliev et al|TTLL10|TTLL10|8
Alexander E. Ivliev et al|TMEM67|TMEM67|8
Alexander E. Ivliev et al|SST|SST|8
Alexander E. Ivliev et al|SLC6A16|SLC6A16|8
Alexander E. Ivliev et al|C9orf135|C9orf135|8
Alexander E. Ivliev et al|SLC51A|SLC51A|8
Alexander E. Ivliev et al|DCLK2|DCLK2|8
Alexander E. Ivliev et al|MINDY4|MINDY4|8
Alexander E. Ivliev et al|DNAH2|DNAH2|8
Alexander E. Ivliev et al|LRRC56|LRRC56|8
Alexander E. Ivliev et al|LRRC9|LRRC9|8
Alexander E. Ivliev et al|ARMH1|ARMH1|8
Alexander E. Ivliev et al|WDR63|WDR63|8
Alexander E. Ivliev et al|SOX9|SOX9|8
Alexander E. Ivliev et al|GFPT2|GFPT2|8
Alexander E. Ivliev et al|WDR92|WDR92|8
Alexander E. Ivliev et al|CFAP65|CFAP65|8
Alexander E. Ivliev et al|RSPH4A|RSPH4A|8
Alexander E. Ivliev et al|ENTPD2|ENTPD2|8
Alexander E. Ivliev et al|ENKUR|ENKUR|8
Alexander E. Ivliev et al|RASEF|RASEF|8
Alexander E. Ivliev et al|SYNC|SYNC|8
Alexander E. Ivliev et al|TCTN1|TCTN1|8
Alexander E. Ivliev et al|RSPH9|RSPH9|8
Alexander E. Ivliev et al|AKAP14|AKAP14|8
Alexander E. Ivliev et al|MAPK15|MAPK15|8
Alexander E. Ivliev et al|HKDC1|HKDC1|8
Alexander E. Ivliev et al|CCDC74A|CCDC74A|8
Alexander E. Ivliev et al|NHLRC4|NHLRC4|8
Alexander E. Ivliev et al|C20orf85|C20orf85|8
Alexander E. Ivliev et al|CEP83|CEP83|8
Alexander E. Ivliev et al|AMBP|AMBP|8
Alexander E. Ivliev et al|ALDH3A1|ALDH3A1|8
Alexander E. Ivliev et al|MYLK3|MYLK3|8
Alexander E. Ivliev et al|IRX5|IRX5|8
Alexander E. Ivliev et al|AQP4-AS1|AQP4-AS1|8
Alexander E. Ivliev et al|TTC25|TTC25|8
Alexander E. Ivliev et al|CRB1|CRB1|8
Alexander E. Ivliev et al|ATP4B|ATP4B|8
Alexander E. Ivliev et al|DZANK1|DZANK1|8
Alexander E. Ivliev et al|NNAT|NNAT|8
Alexander E. Ivliev et al|DLEC1|DLEC1|8
Alexander E. Ivliev et al|CATSPERD|CATSPERD|8
Alexander E. Ivliev et al|CASC1|CASC1|8
Alexander E. Ivliev et al|BAIAP3|BAIAP3|8
Alexander E. Ivliev et al|CAPS|CAPS|8
Alexander E. Ivliev et al|SMIM4|37257.0|8
Alexander E. Ivliev et al|DNAH1|DNAH1|8
Alexander E. Ivliev et al|C16orf71|C16orf71|8
Alexander E. Ivliev et al|KCNRG|KCNRG|8
Alexander E. Ivliev et al|PLTP|PLTP|8
Alexander E. Ivliev et al|LRRC6|LRRC6|8
Alexander E. Ivliev et al|DNAH3|DNAH3|8
Alexander E. Ivliev et al|GRIN3B|GRIN3B|8
Alexander E. Ivliev et al|SPATA17|SPATA17|8
Alexander E. Ivliev et al|CCDC103|CCDC103|8
Alexander E. Ivliev et al|SPATS1|SPATS1|8
Alexander E. Ivliev et al|C14orf180|C14orf180|8
Alexander E. Ivliev et al|WDR93|WDR93|8
Alexander E. Ivliev et al|WDR66|WDR66|8
Alexander E. Ivliev et al|E2F7|E2F7|8
Alexander E. Ivliev et al|C10orf111|C10orf111|8
Alexander E. Ivliev et al|COL22A1|COL22A1|8
Alexander E. Ivliev et al|PPP1R32|PPP1R32|8
Alexander E. Ivliev et al|SNCAIP|SNCAIP|8
Alexander E. Ivliev et al|ABAT|ABAT|8
Alexander E. Ivliev et al|MNS1|MNS1|8
Alexander E. Ivliev et al|CCDC153|CCDC153|8
Alexander E. Ivliev et al|MORN5|MORN5|8
Alexander E. Ivliev et al|MRAP|MRAP|8
Alexander E. Ivliev et al|BBOX1|BBOX1|8
Alexander E. Ivliev et al|ZMYND12|ZMYND12|8
Alexander E. Ivliev et al|IL17D|IL17D|8
Alexander E. Ivliev et al|ENKD1|ENKD1|8
Alexander E. Ivliev et al|IQCG|IQCG|8
Alexander E. Ivliev et al|CFAP299|CFAP299|8
Alexander E. Ivliev et al|COL5A1|COL5A1|8
Alexander E. Ivliev et al|ARMC2|ARMC2|8
Alexander E. Ivliev et al|COLQ|COLQ|8
Alexander E. Ivliev et al|FAM92B|FAM92B|8
Alexander E. Ivliev et al|TMEM190|TMEM190|8
Alexander E. Ivliev et al|FBXO36|FBXO36|8
Alexander E. Ivliev et al|NTS|NTS|8
Alexander E. Ivliev et al|LDLRAD2|LDLRAD2|8
Alexander E. Ivliev et al|DNAJB13|DNAJB13|8
Alexander E. Ivliev et al|MYB|MYB|8
Alexander E. Ivliev et al|CRLF1|CRLF1|8
Alexander E. Ivliev et al|VANGL2|VANGL2|8
Alexander E. Ivliev et al|RAB36|RAB36|8
Alexander E. Ivliev et al|C1orf158|C1orf158|8
Alexander E. Ivliev et al|LINC02076|LINC02076|8
Alexander E. Ivliev et al|PIH1D2|PIH1D2|8
Alexander E. Ivliev et al|SPATA18|SPATA18|8
Alexander E. Ivliev et al|FJX1|FJX1|8
Alexander E. Ivliev et al|DYNLRB2|DYNLRB2|8
Alexander E. Ivliev et al|CFAP221|CFAP221|8
Alexander E. Ivliev et al|CFAP77|CFAP77|8
Alexander E. Ivliev et al|DNAH7|DNAH7|8
Alexander E. Ivliev et al|LRRIQ1|LRRIQ1|8
Alexander E. Ivliev et al|LRGUK|LRGUK|8
Alexander E. Ivliev et al|DAW1|DAW1|8
Alexander E. Ivliev et al|CCDC89|CCDC89|8
Alexander E. Ivliev et al|DCDC2|DCDC2|8
Alexander E. Ivliev et al|NT5DC2|NT5DC2|8
Alexander E. Ivliev et al|TEKT2|TEKT2|8
Alexander E. Ivliev et al|TCTEX1D1|TCTEX1D1|8
Alexander E. Ivliev et al|TGIF1|TGIF1|8
Alexander E. Ivliev et al|CCNO|CCNO|8
Alexander E. Ivliev et al|TMEM47|TMEM47|8
Alexander E. Ivliev et al|NEK11|NEK11|8
Alexander E. Ivliev et al|DNAI1|DNAI1|8
Alexander E. Ivliev et al|SLC9C2|SLC9C2|8
Alexander E. Ivliev et al|RFX2|RFX2|8
Alexander E. Ivliev et al|FBXO15|FBXO15|8
Alexander E. Ivliev et al|C21orf58|C21orf58|8
Alexander E. Ivliev et al|TTC29|TTC29|8
Alexander E. Ivliev et al|IQCD|IQCD|8
Alexander E. Ivliev et al|CNGA3|CNGA3|8
Alexander E. Ivliev et al|NSMF|NSMF|8
Alexander E. Ivliev et al|C9orf163|C9orf163|8
Alexander E. Ivliev et al|SPACA9|SPACA9|8
Alexander E. Ivliev et al|FOXJ1|FOXJ1|8
Alexander E. Ivliev et al|PIH1D3|PIH1D3|8
Alexander E. Ivliev et al|FOLR1|FOLR1|8
Alexander E. Ivliev et al|AK8|AK8|8
Alexander E. Ivliev et al|B9D1|B9D1|8
Alexander E. Ivliev et al|RSPH1|RSPH1|8
Alexander E. Ivliev et al|PTPN3|PTPN3|8
Alexander E. Ivliev et al|WDR90|WDR90|8
Alexander E. Ivliev et al|DNAAF1|DNAAF1|8
Alexander E. Ivliev et al|WDR34|WDR34|8
Alexander E. Ivliev et al|WDR49|WDR49|8
Alexander E. Ivliev et al|PHKG1|PHKG1|8
Alexander E. Ivliev et al|FBXL13|FBXL13|8
Alexander E. Ivliev et al|FAM74A4|FAM74A4|8
Alexander E. Ivliev et al|SPATA4|SPATA4|8
Alexander E. Ivliev et al|TSNAXIP1|TSNAXIP1|8
Alexander E. Ivliev et al|LIX1|LIX1|8
Alexander E. Ivliev et al|POFUT2|POFUT2|8
Alexander E. Ivliev et al|MOK|MOK|8
Alexander E. Ivliev et al|CCDC102A|CCDC102A|8
Alexander E. Ivliev et al|WDR78|WDR78|8
Alexander E. Ivliev et al|NSUN7|NSUN7|8
Alexander E. Ivliev et al|LRRC46|LRRC46|8
Alexander E. Ivliev et al|TTC30B|TTC30B|8
Alexander E. Ivliev et al|SPEF2|SPEF2|8
Alexander E. Ivliev et al|PPIL6|PPIL6|8
Alexander E. Ivliev et al|PZP|PZP|8
Alexander E. Ivliev et al|WDR19|WDR19|8
Alexander E. Ivliev et al|CCDC33|CCDC33|8
Alexander E. Ivliev et al|CFAP157|CFAP157|8
Alexander E. Ivliev et al|FBXO6|FBXO6|8
Alexander E. Ivliev et al|SPEF1|SPEF1|8
Alexander E. Ivliev et al|CD164L2|CD164L2|8
Alexander E. Ivliev et al|DRC3|DRC3|8
Alexander E. Ivliev et al|PPP1R16A|PPP1R16A|8
Alexander E. Ivliev et al|CFAP126|CFAP126|8
Alexander E. Ivliev et al|SPAG6|SPAG6|8
Alexander E. Ivliev et al|LOC400710|LOC400710|8
Alexander E. Ivliev et al|WDR27|WDR27|8
Alexander E. Ivliev et al|DNAH9|DNAH9|8
Alexander E. Ivliev et al|DNALI1|DNALI1|8
Alexander E. Ivliev et al|SPA17|SPA17|8
Alexander E. Ivliev et al|SLC51B|SLC51B|8
Alexander E. Ivliev et al|NDUFB3|NDUFB3|8
Alexander E. Ivliev et al|GRM7|GRM7|8
Alexander E. Ivliev et al|EFTUD2|EFTUD2|8
Alexander E. Ivliev et al|ENDOG|ENDOG|8
Alexander E. Ivliev et al|RBM38|RBM38|8
Alexander E. Ivliev et al|FAM216A|FAM216A|8
Alexander E. Ivliev et al|CES4A|CES4A|8
Alexander E. Ivliev et al|OGFOD2|OGFOD2|8
Alexander E. Ivliev et al|CCDC17|CCDC17|8
Alexander E. Ivliev et al|ZNF599|ZNF599|8
Alexander E. Ivliev et al|CHST5|CHST5|8
Alexander E. Ivliev et al|BBS9|BBS9|8
Alexander E. Ivliev et al|LIFR|LIFR|8
Alexander E. Ivliev et al|SPATA7|SPATA7|8
Alexander E. Ivliev et al|ESCO1|ESCO1|8
Alexander E. Ivliev et al|RPAP3|RPAP3|8
Alexander E. Ivliev et al|CD302|CD302|8
