Gene_name	Gene_synonyms
ASPSCR1	RCC17
ASPSCR1	TUG
ASPSCR1	UBXD9
ASPSCR1	UBXN9
TMEM223	-
ATG9A	APG9L1
ATG9A	MGD3208
ATG9A	mATG9
METTL16	METT10D
FTO	ALKBH9
FTO	BMIQ14
FTO	GDFD
POGLUT2	EP58
POGLUT2	ERp58
POGLUT2	KDEL1
POGLUT2	KDELC1
ELOVL6	FACE
ELOVL6	FAE
ELOVL6	LCE
FASTKD3	-
TMEM109	-
C2orf49	asw
DSCC1	DCC1
DCTPP1	CDA03
DCTPP1	RS21C6
DCTPP1	XTP3TPA
C1orf50	-
CCDC86	-
LBHD1	C11orf48
MLPH	SLAC2-A
WDR77	HKMT1069
WDR77	MEP-50
WDR77	MEP50
WDR77	Nbla10071
WDR77	p44
WDR77	p44/Mep50
SLC25A23	APC2
SLC25A23	MCSC2
SLC25A23	SCaMC-3
SMIM7	C19orf42
ALG12	CDG1G
ALG12	ECM39
ALG12	PP14673
ALG12	hALG12
ZNF426	K-RBP
TMUB2	FP2653
TRAPPC6A	TRS33
METTL22	C16orf68
CARD14	BIMP2
CARD14	CARMA2
CARD14	PRP
CARD14	PSORS2
CARD14	PSS1
CHAC1	-
C9orf16	EST00098
C11orf49	-
TRIM48	RNF101
C1orf116	SARG
LINC00626	-
TAF1D	JOSD3
TAF1D	RAFI41
TAF1D	TAF(I)41
TAF1D	TAFI41
RNF26	-
MEG8	Bsr
MEG8	Irm
MEG8	LINC00024
MEG8	NCRNA00024
MEG8	Rian
MEG8	SNHG23
MEG8	SNHG24
MEG8	lnc-MGC
MAPKAP1	JC310
MAPKAP1	MIP1
MAPKAP1	SIN1
MAPKAP1	SIN1b
MAPKAP1	SIN1g
DHX58	D11LGP2
DHX58	D11lgp2e
DHX58	LGP2
DHX58	RLR-3
NDUFAF5	C20orf7
NDUFAF5	MC1DN16
NDUFAF5	bA526K24.2
NDUFAF5	dJ842G6.1
TMEM185B	FAM11B
APOO	FAM121B
APOO	MIC26
APOO	MICOS26
APOO	Mic23
APOO	My025
LY6G6E	C6orf22
LY6G6E	G6e
RETREG2	C2orf17
RETREG2	FAM134A
RETREG2	MAG-2
DERL1	DER-1
DERL1	DER1
DERL1	derlin-1
CCDC28B	-
PHF23	hJUNE-1b
MBOAT7	BB1
MBOAT7	LENG4
MBOAT7	LPIAT
MBOAT7	LPLAT
MBOAT7	LRC4
MBOAT7	MBOA7
MBOAT7	MRT57
MBOAT7	OACT7
MBOAT7	hMBOA-7
PPDPF	C20orf149
PPDPF	dJ697K14.9
PPDPF	exdpf
CHCHD7	COX23
FKRP	FKTR
FKRP	LGMD2I
FKRP	LGMDR9
FKRP	MDC1C
FKRP	MDDGA5
FKRP	MDDGB5
FKRP	MDDGC5
MMP28	EPILYSIN
MMP28	MM28
MMP28	MMP-25
MMP28	MMP-28
MMP28	MMP25
ZSCAN5A	ZNF495
ZSCAN5A	ZSCAN5
MGC4859	-
FA2H	FAAH
FA2H	FAH1
FA2H	FAXDC1
FA2H	SCS7
FA2H	SPG35
GDPD3	GDE7
DHRS11	ARPG836
DHRS11	SDR24C1
DHRS11	spDHRS11
TNIP2	ABIN2
TNIP2	FLIP1
TNIP2	KLIP
PLEKHF1	APPD
PLEKHF1	LAPF
PLEKHF1	PHAFIN1
PLEKHF1	ZFYVE15
MFSD11	ET
GNPTAB	GNPTA
GNPTAB	ICD
NOL12	Nop25
NOL12	dJ37E16.7
LINC01711	-
TMEM243	C7orf23
TMEM243	MM-TRAG
TMEM243	MMTRAG
LENG1	-
LILRP2	CD85m
LILRP2	ILT10
LILRP2	LILRA5
LILRP1	CD85l
LILRP1	ILT9
LILRP1	LILRA6P
LILRA6	CD85b
LILRA6	ILT-8
LILRA6	ILT5
LILRA6	ILT8
LILRA6	LILRB3
LILRA6	LILRB6
C1orf35	MMTAG2
PRR15L	ATAD4
RBM42	-
CENPO	CENP-O
CENPO	ICEN-36
CENPO	MCM21R
C19orf57	-
CRELD2	-
ZNF343	dJ734P14.5
FBXL15	FBXO37
FBXL15	Fbl15
FBXL15	JET
FBXL15	PSD
ZNF576	-
THTPA	THTP
THTPA	THTPASE
FHII	FHA2
EFHD2	SWS1
TTPAL	C20orf121
BRCC3	BRCC36
BRCC3	C6.1A
BRCC3	CXorf53
FSD1	GLFND
FSD1	MIR1
TMEM43	ARVC5
TMEM43	ARVD5
TMEM43	EDMD7
TMEM43	LUMA
IRX6	IRX-3
IRX6	IRX7
IRX6	IRXB3
IRX3	IRX-1
IRX3	IRXB1
IRX1	IRX-5
IRX1	IRXA1
THOC6	WDR58
THOC6	fSAP35
ZNF557	-
ZNF33CP	BA393J16.4
ZNF33CP	ZNF33AP1
ZNF37CP	BA775A3.1
ZNF37CP	ZNF37C
MMEL1	MMEL2
MMEL1	NEP2
MMEL1	NEPII
MMEL1	NL1
MMEL1	NL2
MMEL1	SEP
DCAF10	WDR32
OR52X1P	-
OR7E94P	-
OR52L2P	OR52L2
OR7E93P	OR7E131P
OR5P1P	PJCG1
OR5H8	OR3-7
OR5H8	OR5H8P
OR13A1	-
OR5H7P	OR3-6
OR4C7P	-
OR5H6	OR3-11
OR52E1	OR52E1P
OR5H5P	OR3-3
OR5H4P	OR3-5
OR51P1P	OR51P2P
OR9L1P	OR9L2P
OR52J1P	-
OR4K7P	OR4K10P
OR4P1P	OR4P2P
OR5H3P	-
OR5H2	OR3-10
OR1AA1P	-
OR2AD1P	OR2AD1
OR2AD1P	hs6M1-8P
OR4K6P	-
OR7E91P	-
OR8B9P	-
OR4K5	OR14-16
OR4K4P	-
OR6M3P	-
OR4N1P	OR14-12
OR4N1P	OR14-6
OR6E1P	-
OR51G1	OR11-29
OR51G1	OR51G3P
OR2AF1P	OR2AF2P
OR11H2	C14orf15
OR11H2	OR11H13
OR11H2	OR11H2P
OR11H2	OR11H8P
OR5AH1P	-
OR51B4	HOR5'Beta1
OR51B3P	-
OR51B2	HOR5'Beta3
OR51B2	OR51B1P
OR4C5	OR4C5P
OR4C5	OR4C5Q
CPLANE2	C1orf89
CPLANE2	RSG1
ZXDC	ZXDL
BHLHE41	BHLHB3
BHLHE41	DEC2
BHLHE41	FNSS1
BHLHE41	SHARP1
BHLHE41	hDEC2
HMGN5	NBP-45
HMGN5	NSBP1
FCRL2	CD307b
FCRL2	FCRH2
FCRL2	IFGP4
FCRL2	IRTA4
FCRL2	SPAP1
FCRL2	SPAP1A
FCRL2	SPAP1B
FCRL2	SPAP1C
B3GNT4	B3GN-T4
B3GNT4	beta3Gn-T4
BCL2L14	BCLG
NOX5	-
GLB1L	-
KREMEN2	KRM2
ZBED2	-
LRFN3	FIGLER1
LRFN3	SALM4
CYBC1	C17orf62
CYBC1	Eros
CYP3AP2	CYP3A5P2
HAUS3	C4orf15
HAUS3	IT1
HAUS3	dgt3
LRRC2	-
FYCO1	CATC2
FYCO1	CTRCT18
FYCO1	RUFY3
FYCO1	ZFYVE7
BIRC7	KIAP
BIRC7	LIVIN
BIRC7	ML-IAP
BIRC7	MLIAP
BIRC7	RNF50
WDR25	C14orf67
PAGR1	C16orf53
PAGR1	GAS
PAGR1	PA1
ULBP3	N2DL-3
ULBP3	NKG2DL3
ULBP3	RAET1N
DLEU2L	BCMSUNL
OR51J1	HOR5'Beta8
OR51J1	OR51J1P
OR51J1	OR51J2
OR52N1	OR11-61
OR5AL2P	-
OR5AL1	OR5AL1P
OR5BD1P	-
OR10D5P	-
OR10G6	OR10G6P
OR10G6	OR10G6Q
OR5BM1P	-
OR7E97P	-
OR8K2P	-
OR8I1P	-
OR7L1P	-
OR4F5	-
OR4G4P	-
OR5M7P	-
OR5M6P	-
OR10R1P	OR1-10
OR10T1P	-
OR10G5P	-
OR5M4P	-
OR52S1P	-
OR5M2P	OR11-193
OR51A5P	-
OR4C10P	-
OR4R1P	-
OR52J2P	OR52J4P
OR4C9P	-
OR51A3P	-
OR52E3P	-
OR4V1P	-
OR7E90P	OR7E123P
OR7E90P	OST705
OR13I1P	OR13I2P
OR7E89P	-
OR2A4	OR2A10
OR4K1	OR14-19
OR6M2P	-
OR2AL1P	-
OR6J1	OR6J1P
OR6J1	OR6J2
OR4C4P	OR4C17
OR4C4P	OR4C17P
OR4C4P	OR4C47P
RIPOR1	FAM65A
MAIP1	C2orf47
NKAIN1	FAM77C
GCC1	GCC1P
GCC1	GCC88
ATP13A3	AFURS1
TTC13	-
EPS8L3	EPS8R3
EPS8L3	HYPT5
ABHD8	-
NKAP	MRXSHD
CDC73	C1orf28
CDC73	FIHP
CDC73	HPTJT
CDC73	HRPT1
CDC73	HRPT2
CDC73	HYX
SLC52A2	BVVLS2
SLC52A2	D15Ertd747e
SLC52A2	GPCR41
SLC52A2	GPR172A
SLC52A2	PAR1
SLC52A2	RFT3
SLC52A2	RFVT2
SLC52A2	hRFT3
SPAG16	PF20
SPAG16	WDR29
TMEM231	ALYE870
TMEM231	JBTS20
TMEM231	MKS11
TMEM231	PRO1886
CORO7	0610011B16Rik
CORO7	CRN7
CORO7	POD1
CHPF	CHSY2
CHPF	CSS2
CARS2	COXPD27
CARS2	cysRS
RNF128	GRAIL
MRPL24	L24mt
MRPL24	MRP-L18
MRPL24	MRP-L24
ARMH3	C10orf76
MUL1	C1orf166
MUL1	GIDE
MUL1	MAPL
MUL1	MULAN
MUL1	RNF218
SAP130	-
OBI1	C13orf7
OBI1	RNF219
CEP97	2810403B08Rik
CEP97	LRRIQ2
TCTN1	JBTS13
TCTN1	TECT1
ADIPOR2	ACDCR2
ADIPOR2	PAQR2
CERS4	LASS4
CERS4	Trh1
PGBD5	-
FAM118B	-
RIC3	AYST720
RIC3	PRO1385
VCPKMT	C14orf138
VCPKMT	METTL21D
VCPKMT	VCP-KMT
ACSS3	-
NAA16	NARG1L
TANGO6	TMCO7
CCNJL	-
HMBOX1	HNF1LA
HMBOX1	HOT1
HMBOX1	PBHNF
HMBOX1	TAH1
RNASEH2B	AGS2
RNASEH2B	DLEU8
SNRNP25	C16orf33
GALNT14	GALNT15
GALNT14	GalNac-T10
GALNT14	GalNac-T14
ARMT1	C6orf211
NDNF	C4orf31
NDNF	HH25
NDNF	NORD
TNFAIP8L2	TIPE2
OGFRL1	dJ331H24.1
SH3TC2	CMT4C
SH3TC2	MNMN
OCEL1	FWP009
OCEL1	S863-9
C1orf54	-
EFL1	EFTUD1
EFL1	FAM42A
EFL1	HsT19294
EFL1	RIA1
EFL1	SDS2
FAM184A	C6orf60
FAT4	CDHF14
FAT4	CDHR11
FAT4	FAT-J
FAT4	FATJ
FAT4	HKLLS2
FAT4	NBLA00548
FAT4	VMLDS2
SCRN3	SES3
CCDC121	-
ARMC7	-
TMEM53	NET4
C22orf46	-
ROGDI	KTZS
ARSJ	ASJ
CHMP6	VPS20
SRD5A3	CDG1P
SRD5A3	CDG1Q
SRD5A3	KRIZI
SRD5A3	SRD5A2L
SRD5A3	SRD5A2L1
EFCAB1	-
PANK3	-
AKIRIN1	C1orf108
AKIRIN1	STRF2
MCPH1	BRIT1
MCPH1	MCT
MAP7D3	MDP3
USB1	C16orf57
USB1	HVSL1
USB1	Mpn1
USB1	PN
USB1	hUsb1
RHBDF2	RHBDL5
RHBDF2	RHBDL6
RHBDF2	TEC
RHBDF2	TOC
RHBDF2	TOCG
RHBDF2	iRhom2
TMEM204	C16orf30
TMEM204	CLP24
HECTD3	-
BEND5	C1orf165
RPAP3	Tah1
RPAP3	hSpagh
ARHGAP10	GRAF2
ARHGAP10	PS-GAP
ARHGAP10	PSGAP
DYNC2H1	ATD3
DYNC2H1	DHC1b
DYNC2H1	DHC2
DYNC2H1	DNCH2
DYNC2H1	DYH1B
DYNC2H1	SRPS2B
DYNC2H1	SRTD3
DYNC2H1	hdhc11
PPP1R3B	GL
PPP1R3B	PPP1R4
PPP1R3B	PTG
NEIL1	FPG1
NEIL1	NEI1
NEIL1	hFPG1
HSPBAP1	PASS1
ICE2	BRCC1
ICE2	NARG2
DHX40	ARG147
DHX40	DDX40
DHX40	PAD
PLEKHF2	EAPF
PLEKHF2	PHAFIN2
PLEKHF2	ZFYVE18
KLF3-AS1	-
PARP8	ARTD16
PARP8	pART16
C3orf52	TTMP
TUT7	PAPD6
TUT7	TENT3B
TUT7	ZCCHC6
NLRX1	CLR11.3
NLRX1	DLNB26
NLRX1	NOD26
NLRX1	NOD5
NLRX1	NOD9
FN3KRP	FN3KL
ZNF329	-
VEPH1	MELT
VEPH1	VEPH
FASTKD1	-
OGFOD2	-
SMC6	SMC-6
SMC6	SMC6L1
SMC6	hSMC6
VTCN1	B7-H4
VTCN1	B7H4
VTCN1	B7S1
VTCN1	B7X
VTCN1	B7h.5
VTCN1	PRO1291
VTCN1	VCTN1
RTL10	BOP
RTL10	C22orf29
CENPU	CENP50
CENPU	CENPU50
CENPU	KLIP1
CENPU	MLF1IP
CENPU	PBIP1
ZDHHC14	NEW1CP
MSANTD2	C11orf61
SAP30L	NS4ATP2
STEAP4	STAMP2
STEAP4	SchLAH
STEAP4	TIARP
STEAP4	TNFAIP9
GAL3ST4	GAL3ST-4
QTRT2	QTRTD1
ZNF322	HCG12
ZNF322	ZNF322A
ZNF322	ZNF388
ZNF322	ZNF489
YRDC	DRIP3
YRDC	IRIP
YRDC	SUA5
MANEA	ENDO
MANEA	hEndo
GALNT12	CRCS1
GALNT12	GalNAc-T12
ZC2HC1C	C14orf140
ZC2HC1C	FAM164C
RIOX1	C14orf169
RIOX1	JMJD9
RIOX1	MAPJD
RIOX1	NO66
RIOX1	ROX
RIOX1	URLC2
RIOX1	hsNO66
ZMAT4	-
ZYG11B	ZYG11
OGFOD3	C17orf101
C11orf80	HYDM4
C11orf80	TOP6BL
C11orf80	TOPOVIBL
LRRK1	RIPK6
LRRK1	Roco1
PRKRIP1	C114
PRKRIP1	KRBOX3
NOL9	Grc3
NOL9	NET6
COLGALT1	BSVD3
COLGALT1	ColGalT 1
COLGALT1	GLT25D1
MORC4	ZCW4
MORC4	ZCWCC2
MORC4	dJ75H8.2
IPO4	Imp4
GTDC1	Hmat-Xa
GTDC1	mat-Xa
IGFLR1	TMEM149
CCDC51	MITOK
NPEPL1	bA261P9.2
PPCS	CMD2C
TBL1XR1	C21
TBL1XR1	DC42
TBL1XR1	IRA1
TBL1XR1	MRD41
TBL1XR1	TBLR1
AAGAB	KPPP1
AAGAB	PPKP1
AAGAB	PPKP1A
AAGAB	p34
VPS37B	-
ANKRD55	-
SUV39H2	KMT1B
ZNF768	-
THAP9	hTh9
WDR59	CDW12
WDR59	FP977
WDR59	p90-120
LIN28A	CSDD1
LIN28A	LIN-28
LIN28A	LIN28
LIN28A	ZCCHC1
LIN28A	lin-28A
PALB2	FANCN
PALB2	PNCA3
SH3D21	C1orf113
NSUN7	-
NARS2	DFNB94
NARS2	SLM5
NARS2	asnRS
E2F8	E2F-8
KCTD17	-
TBC1D17	-
TEFM	C17orf42
BBS10	C12orf58
TTLL7	-
ZBBX	-
CCDC7	BIOT2
CCDC7	BioT2-A
CCDC7	BioT2-B
CCDC7	BioT2-C
CCDC7	C10orf68
DIPK2B	4930578C19Rik
DIPK2B	CXorf36
DIPK2B	DIA1R
DIPK2B	EPQL1862
DIPK2B	PRO3743
DIPK2B	bA435K1.1
ZNF419	ZAPHIR
ZNF419	ZNF419A
CLIP4	RSNL2
ECHDC3	-
ADGB	C6orf103
ADGB	CAPN16
LMAN1L	ERGIC-53L
LMAN1L	ERGL
ZNF385D	ZNF659
SLC25A22	EIEE3
SLC25A22	GC-1
SLC25A22	GC1
SLC25A22	NET44
ZFAND1	-
SNIP1	PML1
SNIP1	PMRED
ASB13	-
ZNF750	ZFP750
DHRS12	SDR40C1
ZNF668	-
GEMIN7	SIP3
C1orf115	RDD1
ISOC2	-
ELMO3	CED-12
ELMO3	CED12
ELMO3	ELMO-3
KATNBL1	C15orf29
TXNDC15	BUG
TXNDC15	C5orf14
TXNDC15	UNQ335
MCTP1	-
GRTP1	TBC1D6
ZFHX4	ZFH4
ZFHX4	ZHF4
ACBD4	HMFT0700
MICALL2	JRAB
MICALL2	MICAL-L2
CCDC82	HSPC048
IQCA1	4930465P12Rik
IQCA1	DRC11
IQCA1	IQCA
LRRC31	HEL-S-293
SUGCT	C7orf10
SUGCT	DERP13
SUGCT	GA3
SUGCT	ORF19
MYH14	DFNA4
MYH14	DFNA4A
MYH14	FP17425
MYH14	MHC16
MYH14	MYH17
MYH14	NMHC II-C
MYH14	NMHC-II-C
MYH14	PNMHH
MYH14	myosin
RERGL	-
KLHL36	C16orf44
ZNF665	ZFP160L
CLMN	-
FBXO31	FBX14
FBXO31	FBXO14
FBXO31	Fbx31
FBXO31	MRT45
FBXO31	pp2386
GSDMD	DF5L
GSDMD	DFNA5L
GSDMD	FKSG10
GSDMD	GSDMDC1
C12orf49	SPRING
ALG9	CDG1L
ALG9	DIBD1
ALG9	GIKANIS
ALG9	LOH11CR1J
ZNF408	EVR6
ZNF408	RP72
ARMC5	AIMAH2
UGT2A3	-
CARF	ALS2CR8
CARF	NYD-SP24
SHCBP1	PAL
HHIPL2	KIAA1822L
HPS6	BLOC2S3
HAND2-AS1	DEIN
HAND2-AS1	NBLA00301
HAND2-AS1	UPH
VASH2	-
GSTCD	-
TTC21B	ATD4
TTC21B	FAP60
TTC21B	FLA17
TTC21B	IFT139
TTC21B	IFT139B
TTC21B	JBTS11
TTC21B	NPHP12
TTC21B	Nbla10696
TTC21B	SRTD4
TTC21B	THM1
PTCD2	-
SLTM	Met
MMRN2	EMILIN-3
MMRN2	EMILIN3
MMRN2	ENDOGLYX-1
EHMT1	EHMT1-IT1
EHMT1	EUHMTASE1
EHMT1	Eu-HMTase1
EHMT1	FP13812
EHMT1	GLP
EHMT1	GLP1
EHMT1	KLEFS1
EHMT1	KMT1D
AGMAT	-
NIPAL2	NPAL2
TLE6	GRG6
TLE6	PREMBL
MOB3B	C9orf35
MOB3B	MOB1D
MOB3B	MOBKL2B
ZNF552	-
WDR78	DIC4
CATSPERB	C14orf161
CATSPERB	CatSper(beta)
ARHGAP28	-
CAMKMT	C2orf34
CAMKMT	CLNMT
CAMKMT	CaM KMT
CAMKMT	Cam
CAMKMT	KMT
EFCC1	C3orf73
EFCC1	CCDC48
CLMP	ACAM
CLMP	ASAM
CLMP	CSBM
CLMP	CSBS
METTL8	TIP
NAA40	NAT11
NAA40	NatD
NAA40	PATT1
NAA40	hNatD
ZMYM1	MYM
KDM8	JMJD5
QSER1	-
GEMIN6	-
PEAK1	SGK269
LONRF3	RNF127
PIP4K2C	PIP5K2C
TMC5	-
CCDC102B	ACY1L
CCDC102B	AN
CCDC102B	C18orf14
CCDC102B	HsT1731
NHEJ1	XLF
AGBL2	CCP2
ZBTB3	-
FAM124B	-
ZDHHC11	ZNF399
RNF122	-
CFAP69	C7orf63
CFAP69	FAP69
CFAP69	SPGF24
MFSD13A	C10orf77
MFSD13A	TMEM180
MFSD13A	bA18I14.8
CSPP1	CSPP
CSPP1	CSPP-L
CSPP1	JBTS21
PDZD3	IKEPP
PDZD3	NHERF4
PDZD3	PDZK2
TLCD3A	CT120
TLCD3A	FAM57A
EPHX3	ABHD9
EPHX3	EH3
TM4SF20	PRO994
TM4SF20	SLI5
TM4SF20	TCCE518
LINC00115	NCRNA00115
SNX22	-
FLJ13224	-
NEK11	-
TUBAL3	-
ZNF669	-
RBFA	C18orf22
RBFA	HsT169
JHY	C11orf63
TREML2	C6orf76
TREML2	TLT-2
TREML2	TLT2
TREML2	dJ238O23.1
BORA	C13orf34
TCTN2	C12orf38
TCTN2	JBTS24
TCTN2	MKS8
TCTN2	TECT2
ALG13	CDG1S
ALG13	CXorf45
ALG13	EIEE36
ALG13	GLT28D1
ALG13	MDS031
ALG13	TDRD13
ALG13	YGL047W
CPSF7	CFIm59
BAALC	-
RPAP2	C1orf82
RPAP2	Rtr1
CBLL1	HAKAI
CBLL1	RNF188
NUDT18	MTH3
RABEP2	FRA
THSD4	ADAMTSL-6
THSD4	ADAMTSL6
THSD4	FVSY9334
THSD4	PRO34005
UBA5	EIEE44
UBA5	SCAR24
UBA5	THIFP1
UBA5	UBE1DC1
DCAKD	-
CCDC134	-
ZC3H14	MRT56
ZC3H14	MSUT-2
ZC3H14	NY-REN-37
ZC3H14	SUT2
ZC3H14	UKp68
PODNL1	SLRR5B
MAP9	ASAP
HDAC11	HD11
CAAP1	C9orf82
CAAP1	CAAP
PLBD1	-
LPCAT1	AGPAT10
LPCAT1	AGPAT9
LPCAT1	AYTL2
LPCAT1	LPCAT-1
LPCAT1	PFAAP3
LPCAT1	lpcat
LPCAT1	lysoPAFAT
RIN3	-
ZNF671	-
MCMBP	C10orf119
MCMBP	MCM-BP
GGNBP2	DIF-3
GGNBP2	DIF3
GGNBP2	LCRG1
GGNBP2	LZK1
GGNBP2	ZFP403
GGNBP2	ZNF403
ZNF672	-
ATP8B4	ATPIM
THNSL1	TSH1
RPP21	C6orf135
RPP21	CAT60
ZNF613	-
PRR5L	PROTOR2
CYBRD1	CYB561A2
CYBRD1	DCYTB
CYBRD1	FRRS3
NUP85	FROUNT
NUP85	NPHS17
NUP85	Nup75
NAA60	HAT4
NAA60	NAT15
NAA60	NatF
NAA60	hNaa60
TMC7	-
MORN1	-
BTNL8	BTN9.2
PYROXD1	MFM8
ACTR5	Arp5
ACTR5	INO80M
ATAD5	C17orf41
ATAD5	ELG1
ATAD5	FRAG1
MAGIX	JM10
MAGIX	PDZX
SETD6	-
MAB21L4	C2orf54
TCEAL4	NPD017
TCEAL4	WEX7
MRM1	-
NANOG	-
ADM2	AM2
ADM2	dJ579N16.4
SPEF2	CT122
SPEF2	KPL2
SPEF2	SPGF43
FAM110D	GRRP1
MAP6D1	MAPO6D1
MAP6D1	SL21
DOK3	DOKL
TNIP3	ABIN-3
TNIP3	LIND
KIAA0319L	AAVR
KIAA0319L	AAVRL
SYNPO2L	-
COQ8B	ADCK4
COQ8B	NPHS9
CCNP	CNTD2
CNTNAP3	CASPR3
CNTNAP3	CNTNAP3A
SLC35E1	-
LINC00472	C6orf155
LINC00472	P53RRA
ZNF696	-
L2HGDH	C14orf160
L2HGDH	L2HGA
C10orf95	-
DHDDS	CIT
DHDDS	CPT
DHDDS	DEDSM
DHDDS	DS
DHDDS	HDS
DHDDS	RP59
DHDDS	hCIT
PLPPR3	LPPR3
PLPPR3	LPR3
PLPPR3	PRG-2
PLPPR3	PRG2
PLEKHS1	C10orf81
PLEKHS1	HEL185
SYNDIG1	C20orf39
SYNDIG1	DSPC2
SYNDIG1	IFITMD5
SYNDIG1	TMEM90B
NOL10	PQBP5
PDZD7	DFNB57
PDZD7	PDZK7
ERMP1	FXNA
ERMP1	KIAA1815
ERMP1	bA207C16.3
PAQR6	PRdelta
DENND1C	FAM31C
CEP76	C18orf9
CEP76	HsT1705
JADE1	PHF17
DENND2D	-
DNAJC22	wus
ABCA11P	ABCA11
ABCA11P	EST1133530
SCD5	ACOD4
SCD5	FADS4
SCD5	HSCD5
SCD5	SCD2
SCD5	SCD4
WDR76	CDW14
ATAT1	C6orf134
ATAT1	MEC17
ATAT1	Nbla00487
ATAT1	TAT
ATAT1	alpha-TAT
ATAT1	alpha-TAT1
ZNF767P	ZNF767
WLS	C1orf139
WLS	EVI
WLS	GPR177
WLS	MRP
WLS	mig-14
ZNF442	-
CPED1	C7orf58
GRHL2	BOM
GRHL2	DFNA28
GRHL2	ECTDS
GRHL2	PPCD4
GRHL2	TFCP2L3
TRMT2B	CXorf34
TRMT2B	dJ341D10.3
DSN1	C20orf172
DSN1	KNL3
DSN1	MIS13
DSN1	dJ469A13.2
DSN1	hKNL-3
FRMD1	bA164L23.1
DNAJB14	EGNR9427
DNAJB14	PRO34683
POF1B	POF
POF1B	POF2B
ZNF702P	ZNF702
SVEP1	C9orf13
SVEP1	CCP22
SVEP1	POLYDOM
SVEP1	SEL-OB
SVEP1	SELOB
TTC26	DYF13
TTC26	IFT56
TTC26	dyf-13
PLEKHH3	-
STN1	AAF-44
STN1	AAF44
STN1	OBFC1
STN1	RPA-32
STN1	bA541N10.2
AGPAT4-IT1	C6orf59
AGPAT4-IT1	NCRNA00241
ELOVL7	-
ANKRD53	-
LOC79999	-
GREB1L	C18orf6
GREB1L	KIAA1772
GREB1L	RHDA3
PCNX2	PCNXL2
ESRP2	RBM35B
DOCK5	-
TRAPPC13	C5orf44
TRAPPC13	SHLD3
C10orf88	PAAT
TMEM156	-
RMI1	BLAP75
RMI1	C9orf76
RMI1	FAAP75
PSME3IP1	C16orf94
PSME3IP1	CDA018
PSME3IP1	CDA10
PSME3IP1	FAM192A
PSME3IP1	NIP30
PSME3IP1	PIP30
PHC3	EDR3
PHC3	HPH3
MINDY3	C10orf97
MINDY3	CARP
MINDY3	DERP5
MINDY3	FAM188A
MINDY3	MST126
MINDY3	MSTP126
MINDY3	my042
WWC2	BOMB
DGLUCY	C14orf159
NAA25	C12orf30
NAA25	MDM20
NAA25	NAP1
UBTD1	-
FOXRED2	ERFAD
TMEM62	-
MYO15B	MYO15BP
NRSN2	C20orf98
NRSN2	dJ1103G7.6
SLC8B1	NCKX6
SLC8B1	NCLX
SLC8B1	SLC24A6
PANK2	C20orf48
PANK2	HARP
PANK2	HSS
PANK2	NBIA1
PANK2	PKAN
FBXL18	Fbl18
SEMA6D	-
ZNF556	-
CSRNP3	FAM130A2
CSRNP3	PPP1R73
CSRNP3	TAIP-2
CSRNP3	TAIP2
ANP32A-IT1	C15orf28
ANP32A-IT1	HsT18971
ANP32A-IT1	NCRNA00321
TRPM3	GON-2
TRPM3	LTRPC3
TRPM3	MLSN2
FAM106A	-
GPR157	-
RPS2P45	RPS2_21_1492
CEBPA-DT	ADINR
CEBPA-DT	CEBPA-AS1
PGAP1	Bst1
PGAP1	ISPD3024
PGAP1	MRT42
PGAP1	SPG67
LRRTM4	-
GNL3LP1	GNL3LP
ATF7IP2	MCAF2
DCAF17	C20orf37
DCAF17	C2orf37
LINC00574	C6orf208
LINC00574	CRALA
LINC00574	dJ182D15.1
ADAMTS20	ADAM-TS20
ADAMTS20	ADAMTS-20
ADAMTS20	GON-1
CCDC15	-
HEXA-AS1	C15orf34
LCAL1	onco-lncRNA-27
TUBA4B	TUBA4
BIN3-IT1	-
ZNF606	ZNF328
MZT2B	FAM128B
MZT2B	MOZART2B
C7orf69	-
ZFP2	ZNF751
ZFP2	zfp-2
ZNF614	-
C3orf36	-
BICC1	BICC
BICC1	CYSRD
BAIAP2L2	-
ARL14	ARF7
PIF1	C15orf20
PIF1	PIF
MAP3K19	RCK
MAP3K19	YSK4
VCPIP1	DUBA3
VCPIP1	VCIP135
CCDC33	CT61
CCDC33	HP11097
BBOF1	C14orf45
BBOF1	CCDC176
BBOF1	FBB10
TRIM46	GENEY
TRIM46	TRIFIC
CCDC170	C6orf97
CCDC170	bA282P11.1
LRRC8E	-
MROH9	ARMC11
MROH9	C1orf129
RPF1	BXDC5
ZNF703	NLZ1
ZNF703	ZEPPO1
ZNF703	ZNF503L
ZNF703	ZPO1
PTGES2	C9orf15
PTGES2	GBF-1
PTGES2	GBF1
PTGES2	PGES2
PTGES2	mPGES-2
SIKE1	SIKE
FRAS1	FRASRS1
THOC7	NIF3L1BP1
THOC7	fSAP24
THOC7	hTREX30
UXS1	SDR6E1
UXS1	UGD
SLC66A2	PQLC1
ZC3H12A	MCPIP
ZC3H12A	MCPIP-1
ZC3H12A	MCPIP1
ZC3H12A	Reg1
ZC3H12A	dJ423B22.1
ASRGL1	ALP
ASRGL1	ALP1
ASRGL1	CRASH
CENPT	C16orf56
CENPT	CENP-T
CENPT	SSMGA
EDC3	LSM16
EDC3	MRT50
EDC3	YJDC
EDC3	YJEFN2
EDC3	hYjeF_N2-15q23
GOLGA2P10	-
